employees_per_charger\company_charger_cost_per_kWh,0.08,0.09,0.09999999999999999,0.10999999999999999,0.11999999999999998,0.12999999999999998,0.13999999999999996,0.14999999999999997,0.15999999999999998,0.16999999999999996,0.17999999999999994,0.18999999999999995,0.19999999999999996,0.20999999999999996,0.21999999999999992,0.22999999999999993
1,175691.7394031134,176497.50640274782,180226.58219333665,176351.8859174359,175698.80945140295,178091.02714331096,177818.23465882495,178996.98316524053,180309.4475998526,180764.61306609743,179042.29170583145,175749.57164828232,175515.1251689695,16510.701855115207,14329.982546676378,13619.662492070915
7,176805.78740764444,174550.42887590904,177844.7967841311,175447.1030164339,173898.93085709054,175597.42285430213,181719.6664603238,176017.78068352485,174658.3164285416,180353.95889822656,176455.1187307319,177053.55502570805,176553.1235293423,15286.831067098146,14819.920881715925,13629.819478971649
13,186270.7823114738,183303.9410899154,184222.1629130835,182284.84584450678,182385.54861852486,183132.84920810195,184107.94924200414,180491.25928436752,185247.73053751746,184658.7955045484,184107.64698274256,184987.17104422415,185456.94369801722,13987.522927712445,15735.790305338924,14608.372283487808
19,182305.5157099327,180969.66901371878,181261.9865210712,180905.44803030553,180928.29190217453,182543.71283065793,183072.89499915775,185592.41030385377,182346.77935816505,180631.80702780746,183263.74380849994,183014.9037368967,181709.9543744754,14221.039499034012,13655.633873026794,15115.238060541182
25,168196.04800399402,171926.5771649791,169838.8244650045,171056.17230652942,172465.7715358387,169165.62184121026,170753.44051484074,168658.53313594608,173010.40945674488,167995.59624974578,170800.8364496761,170376.6955717579,168157.03496961758,12798.991828210439,15413.337537698193,15367.248191411534
31,157979.87536392699,158207.54737791864,155955.9550355483,156881.75391767564,157335.28333036916,159532.7775448272,156315.73856166922,159070.6312397129,156499.86092659004,158938.47993770882,156104.36689459748,156550.64338538315,157786.41665731513,14250.476565934303,15342.398351085245,14183.728624106145
37,145131.65678059045,146201.91559003797,144424.11273207236,143156.15331585184,146154.72662125746,145406.51506889053,146697.43479852853,145607.53953136312,144716.69180878645,145773.54014810768,142884.98072803678,146238.27853564575,145242.81046411415,14777.56271060598,14764.005152674044,16233.268736517408
43,137437.20094746313,137216.06157018186,138305.34697848433,133391.27768927594,135117.42103936564,135942.28117135694,136156.09902238467,137061.25838605335,135556.34784477926,135482.012366958,136471.54640218112,136088.87090767894,132437.7009198755,14991.497968016545,14336.773133022674,15329.784334882177
49,126364.00614310254,124135.54105364317,129111.95050393196,126144.40166861188,130358.4151561017,126723.28672982585,128578.66922765701,127082.32352025033,126376.08709978277,126640.10601932513,126652.58312342549,129278.97602171313,125126.22735845641,14388.462317027486,16403.36164764735,14158.41587849356
55,121103.5506005775,120073.45716694002,120573.0409374209,118636.56076123536,119249.89850364254,121296.37351752452,119536.85948041966,118224.09485775918,119227.16073088409,120742.6387295916,118959.27338532642,121046.91864890912,115828.02449302262,14091.480029161341,15813.650278513795,14727.399378918128
61,111983.57570951935,112780.6818771869,112171.94105932741,112653.54394139408,111757.65764412002,109953.35757414965,112222.10510295689,114653.31033522975,113594.34052256454,111016.669459658,114791.04418119653,112278.18380650222,112005.08868000665,14799.648644434303,15647.405405800397,13623.49075083789
67,105841.53033509142,108746.48709424412,105562.50254013173,106395.33860704514,106876.48654514825,105532.49312237652,106630.19455413068,108042.61134919184,105995.73553622173,104048.71168377949,106591.51530192072,107165.08248607388,104549.97433746154,14691.549683232117,13787.277428164984,15150.97376199561
73,105063.0495141128,98900.59365040714,102948.31585496158,99224.09701033964,101892.34889893676,102198.74921674585,101066.98489046803,104718.67865142862,102833.75319454612,105036.88749290582,101914.2817166261,102542.20776810219,100161.60506618378,14479.491223792907,13050.014838237461,13827.33283269578
79,100837.3434491723,98581.33541772282,98519.5547295891,98072.17509145156,97757.66745357361,101053.31048329482,99994.50288360518,98875.41958659519,99999.01738998093,97112.0237653403,97895.17607205547,99163.97518049186,98149.68887695439,15058.473643307238,15176.770595824612,14744.494299949407
85,95677.79099034582,96721.3604498452,95960.9876342082,95420.43439663929,93032.70234733696,93908.36930444148,94116.8892674614,91586.29536797613,93955.66742507344,94762.33229656794,93899.92748070764,92788.9963487201,96219.0759055904,15399.428093676237,14250.323764998255,14779.277994178585
91,89193.7679973834,91488.76165119268,90738.0852532934,93231.77947101799,91553.93896676422,89828.22917415889,92963.35360803985,91913.61622030512,91518.72820985943,88892.8418731583,90768.90511064407,90192.8626119784,91859.09408271483,13657.64863014256,14906.986480999414,14499.89017281441
