employees_per_charger\company_charger_cost_per_kWh,0.08,0.09,0.09999999999999999,0.10999999999999999,0.11999999999999998,0.12999999999999998,0.13999999999999996,0.14999999999999997,0.15999999999999998,0.16999999999999996,0.17999999999999994,0.18999999999999995,0.19999999999999996,0.20999999999999996,0.21999999999999992,0.22999999999999993
1,0.015347131241452367,0.01732994162325113,0.019102148710153824,0.02111338400213162,0.022912236975271092,0.025035167720463714,0.026870444391391465,0.02869004231073092,0.030645998898953176,0.032644733424377265,0.03472725860705383,0.03625404487553345,0.03814168624726513,0.039163605875067745,0.03906564491900804,0.038998773398623794
7,0.015441190359254068,0.017358860844116118,0.019279157262900668,0.02108978802284547,0.022995299666567735,0.025083739125569073,0.026905178402221376,0.028867091818826525,0.03075909731887118,0.03288033823418548,0.03466294913883523,0.03677228077041413,0.038450146341853064,0.03938632184548334,0.03945530103071785,0.03924461301900729
13,0.017060911700774613,0.01910434475649279,0.020982646288330544,0.02291539907015704,0.024900099367041774,0.027174704661725294,0.02890480572971789,0.031208746171824328,0.03281334653621214,0.03466723591536622,0.0366695468664562,0.038996687569970705,0.04087546247960357,0.03949432758623429,0.03929517158981096,0.03935626546849373
19,0.021095090334035095,0.022562057392565633,0.02475748006795122,0.026455174203569687,0.028353725809047513,0.030449150670860712,0.03279687011170916,0.034241099063119514,0.036555491106132564,0.03828874826127837,0.04059060207763217,0.042394414462472545,0.04413839476649653,0.0394276019426108,0.03895500966903473,0.03923198827404866
25,0.023930089577843577,0.025549226649712833,0.02757113370941848,0.029016759282513183,0.03067595577823792,0.03288956450727135,0.03453074765289005,0.03668017569796115,0.03834905942080534,0.04031925400850787,0.041856250682713855,0.04381275929779848,0.04596295397974724,0.039192948161768916,0.03921579385960421,0.03926088645207485
31,0.02691224164024858,0.027680212123451266,0.029355463337257956,0.031198434466744605,0.0330513293055086,0.03452864864547229,0.03587729862413036,0.03795556083730375,0.04007681228269195,0.04111320399136831,0.043092271935940576,0.04463619457409827,0.04655913647413307,0.039185475671963524,0.03913443006912117,0.03917741062269292
37,0.028317046815262235,0.03022700855332146,0.031358462449846684,0.03310279133354969,0.03446626511775219,0.0359928626519855,0.03814006547030773,0.03920327136632908,0.041055217707591844,0.04206815975793303,0.044174799200274825,0.04532608044453778,0.04687610407371899,0.03930576872867806,0.039326566509971225,0.03930521833208451
43,0.029598673679907227,0.031072430073655444,0.032541032202893574,0.034481020514726256,0.035788310687394395,0.03702499245190492,0.038522313502638135,0.03953813620777075,0.04148911898293318,0.04292658250826853,0.04446823855774941,0.04580597037506964,0.047149294286507895,0.03918856653473171,0.03918479970927385,0.0396094071622099
49,0.031040459752297314,0.03293428840952871,0.03362807938028656,0.035737191548371725,0.03653505321909778,0.03833374348810808,0.03906734285984175,0.040467949794050585,0.041827700648871646,0.04370163090817105,0.044668492887263184,0.04645262632385684,0.0477653778410415,0.0392091358771024,0.03903523057408754,0.03910858920748925
55,0.03241348270622541,0.033723110652490576,0.0346853859769524,0.036874266299285266,0.037929222542412704,0.039335446186871924,0.04005667964355609,0.04117933890299136,0.04279873981937844,0.044415884850596575,0.04544245162687294,0.04651206086054524,0.04765164888655579,0.0391191921633883,0.03927849092525794,0.03946478617673156
61,0.0335183435736668,0.03497494166321234,0.03627708682588155,0.03726159115712109,0.038687561979125706,0.03994783428548119,0.040874889522615206,0.042102521008284266,0.04267629108663226,0.0444887237771,0.04572449884509929,0.046472854822266416,0.04818437107611199,0.039415980034742344,0.039385422984147926,0.039196455199768776
67,0.03484844491949925,0.035507046324850584,0.03670682673683923,0.03818544972849699,0.039098952960195214,0.0404403860723868,0.04184175914296292,0.04246217926346004,0.04403742646770327,0.04502167311430572,0.04581175200883615,0.047363163606850334,0.04827034888966772,0.039400944617081206,0.03935814983232538,0.03941024114692306
73,0.034767859029295294,0.03666903065092089,0.03750511908600253,0.03892655899979722,0.03958070356847255,0.04083169245603271,0.04267479715215963,0.04275883623584682,0.0444103045786871,0.04495157038817265,0.04580276239562953,0.04737322453222928,0.04829248960825652,0.039484847100485734,0.03937716688874492,0.0391409226515346
79,0.03548936712912108,0.03734917387975865,0.03855422134287211,0.03923064324705184,0.04025016376974069,0.04092880414409729,0.042237349519742895,0.04296050256825556,0.043865664187961534,0.04562234672541824,0.0472209648348844,0.04761501323579319,0.04834464891060459,0.03948774255144951,0.039241229553908026,0.039368120343641955
85,0.03577829979732087,0.037247092844564296,0.03833346264325139,0.039461275646151275,0.0406815719398234,0.04156126487706824,0.04258320272656758,0.04376898196262493,0.044294569511334904,0.04577337487546367,0.04661417979598818,0.04813587777628303,0.048603055369168875,0.03907155602774985,0.03948161092052168,0.03934140015940944
91,0.03720723316331519,0.03817927764370783,0.03907176702035554,0.039525917399865315,0.041437706195659806,0.04227626330519407,0.04291173521744745,0.04413591387396351,0.04517893596269425,0.04598439812378751,0.04638303495226401,0.047725201923259394,0.048562415458557225,0.039281243453116184,0.03927617781824485,0.039280867800499476
