time_step,charge_received_pv,charge_received_grid,charge_received_work,charge_received_public
10075,0,59.75852309225682,0,0
10080,0,60.380061386256294,0,7.243734078009962
10085,0,59.860831480109944,0,1.8599999999999994
10090,0,59.45548064657685,0,0.9446254698886865
10095,0,58.843577726415006,0,0
10100,0,57.576767602224955,0,1.8351086081211756
10105,0,56.37261087544079,0,0
10110,0,55.085635796817385,0,0
10115,0,53.71972341243682,0,0
10120,0,53.58335764397824,0,0
10125,0,52.58505147543909,0,0
10130,0,52.11055719279182,0,0
10135,0,50.19060839310026,0,0
10140,0,48.98803209636785,0,4.085620730620576e-14
10145,0,48.23606399564126,0,0
10150,0,47.53471070821091,0,0
10155,0,46.61748540619712,0,0
10160,0,45.419823504103704,0,0
10165,0,44.12825156641955,0,0
10170,0,42.30417474972687,0,0
10175,0,40.652451210534466,0,0
10180,0,39.28662251323471,0,0
10185,0,38.59241465656861,0,0
10190,0,37.153094806435156,0,0
10195,0,35.920014782192005,0,0
10200,0,36.35851916874086,0,0.7000000000000792
10205,0,36.25808701219521,0,2.442071486079982
10210,0,34.85940027878424,0,0
10215,0,34.5974631147328,0,0
10220,0,34.2140364928933,0,4.166666666666666
10225,0,33.91950893071583,0,0.6133244792803669
10230,0,33.58541243223705,0,0
10235,0,32.66654807673744,0,0
10240,0,32.47058426780543,0,0
10245,0,31.683313428910388,0,0
10250,0,30.82260898521648,0,0
10255,0,30.307951537884755,0,0
10260,0,33.0925205793896,0,7.814666666666875
10265,0,32.42040118392374,0,4.787999999999997
10270,0,31.861215963619266,0,6.272591252258554
10275,0,31.611082896459333,0,0
10280,0,32.27201192601953,0,8.333333333333332
10285,0,33.15329757580352,0,1.651574438998626
10290,0,32.40075775700893,0,0
10295,0,32.07531314985565,0,0
10300,0,32.745093581151934,0,0
10305,0,31.72329704538324,0,0
10310,0,30.393764957478933,0,0
10315,0,29.090355680690692,0,0
10320,0,32.167708793558106,0,5.692601562105935
10325,0,32.586794418197364,0,4.4435193971562725
10330,0,33.65831955661451,0,0
10335,0,33.794795882603104,0,1.8246015621055616
10340,0,33.79411148461928,0,4.166666666666666
10345,0,33.20674009429203,0,1.346154290533617
10350,0,33.37599999999994,0,0
10355,0,33.24094347738521,0,0
10360,0,34.22805839920468,0,0
10365,0,34.03863278291405,0,0
10370,0,33.35947616969595,0,0
10375,0.0011361441487682884,32.81900160268431,0,0
10380,0,36.39039583982068,0,3.2925265031643143
10385,0,36.33263248705395,0,0
10390,0.004457796875255739,36.947856121641834,0,2.885696484564413
10395,0,37.097683591187106,0,0
10400,0,36.17161190538149,0,2.0045265031639925
10405,0.002933889581081577,36.00151604474157,0,4.166666666666666
10410,0.006746617332127656,36.19658604642193,0,3.971721186914783
10415,0.01201182090901975,36.14965244788536,0,0
10420,0.029841894389333636,36.10220108556882,0,0
10425,0.009918036568981206,35.48810347378314,0,0
10430,0.032789599660505035,35.20170563229573,0,0
10435,0.044332061809556754,34.525519341810416,0,0
10440,0.06850272928970001,34.354488487974734,0,7.325475458911484
10445,0.07039904414143962,32.953102753055155,0,0
10450,0.17169971510334614,31.654425455898874,0,0
10455,0.25441552055383104,32.291137376924105,0,0
10460,0.24901358830688555,31.704988446860334,0,0
10465,0.32341910389330014,30.22756665901727,0,0
10470,0.2068354479772296,29.940167834357517,0,0
10475,0.44172932737784,29.379467859328432,0,0
10480,0.41575911548670136,28.967542189579095,0,0
10485,0.3886186402900487,28.595452784141262,0,4.166666666666666
10490,0.48912838495345307,28.6271547556994,0,4.166666666666666
10495,0.6754595641032772,27.350918714852224,0,3.5641421255780923
10500,0.5989672036353721,27.815040772574434,0,1.392000000000106
10505,0.7931010994543144,27.246621204825118,0,0
10510,0.6863141244560447,26.9136858755439,0,0
10515,0.5113085638990272,26.933800270126877,0,0
10520,0.9470600436806654,25.73390269037789,0,0
10525,0.981726238583807,25.23823411463607,0,0
10530,1.4097509145252363,24.520358902859275,0,0
10535,1.0083720366017348,24.282265122456593,0,0
10540,1.5463775366234447,23.03865837274705,0,0
10545,1.1433872031463617,22.727801289634883,0,0
10550,1.2875124011151367,22.177507654368007,0,0
10555,1.3678862206050926,20.795637224100204,0,0
10560,1.6043975794424996,20.04345445178775,0,0.7859144904123809
10565,1.4947894767014172,19.71714741739614,0,0
10570,1.7403087761541998,18.939019854434235,0,1.2259144904123787
10575,1.7986521356318121,19.001347864368157,0,0
10580,1.9351595573832798,18.548840442616726,0,0
10585,1.6074773545614358,18.241976432913532,0,0
10590,2.4167563973549306,16.67924575626286,0,0
10595,1.9423866910666863,16.279098602393383,0,0
10600,2.0617598997827944,15.938240100217183,0,0
10605,2.1789149482985297,15.759669445107932,0,0
10610,2.0064519749928658,15.406165410911523,0,0
10615,2.7257588309523912,14.275720827520216,0,0
10620,2.2279128154972416,13.520407905257715,0,0
10625,2.1276966399073642,13.095705016160728,0,0
10630,1.633343327531554,13.058572018599168,0,0
10635,2.4078686805515046,12.500946354109706,0,0
10640,2.6665824727348673,12.042616790909788,0,0
10645,2.4899133155259485,12.110086684474043,0,0
10650,2.339886128127998,12.260113871871992,0,0
10655,2.5620318292249658,12.100033127054209,0,0
10660,2.7563521275940825,11.87749851508234,0,0
10665,2.682432475128838,11.305857223969896,0,0
10670,2.770921932285358,11.026048561855319,0,0
10675,2.327898368504525,11.004732631905656,0,0
10680,2.2135850855748975,11.986414914425096,0,1.0658141036401503e-14
10685,2.095537418477532,12.097207474754692,0,1.4501560857433091
10690,2.451639230036431,11.6607553078468,0,0
10695,2.233924464838974,12.0644418911717,0,0
10700,2.5314130713400234,11.66858692865997,0,4.166666666666666
10705,2.44934977675665,11.750650223243344,0,1.0305412762692097
10710,2.319703861493549,11.407994812554119,0,0
10715,2.469305686693122,10.635847138016052,0,0
10720,2.6676823641037304,10.178362401486723,0,0
10725,2.488303276005539,10.167583317438172,0,0
10730,2.5451430070743766,9.703377221914632,0,0
10735,2.301049922012601,9.566950077987407,0,0
10740,2.7542435723666587,11.034330906469151,0,12.519403754773569
10745,2.5581879547503887,11.079223250317437,0,3.712090019841151
10750,2.581025559381307,11.218974440618688,0,0.805386222254775
10755,2.418901822542325,11.182584601580167,0,5.670827034120717
10760,2.7558470097082464,10.741158056461659,0,0.7167153763153458
10765,2.6559753720629646,11.34402462793703,0,0
10770,2.6744221849245022,11.839388698301264,0,3.4834885650703065
10775,2.665330242131126,12.486072042443578,0,0
10780,2.680842866040575,13.055157133959417,0,4.166666666666666
10785,3.0000000000000004,12.991999999999994,0,8.333333333333332
10790,2.886422816849961,13.233356233511637,0,6.645000044281105
10795,2.8381971425066785,12.593377755512115,0,3.541368555713138
10800,22.936376111519017,90.46362388848168,0,233.19862979114126
10805,31.82419441262235,134.88297556675218,0,113.39536924224828
10810,35.118554330163796,161.6814456698356,0,99.61192020912627
10815,39.34407401570123,197.62932393038716,0,114.88354730839423
10820,44.893759757006464,216.90088881406442,0,117.2297952609507
10825,48.97684611557814,239.065766282612,0,92.68739157878065
10830,52.40915673536209,258.76948633459864,0,70.41426206982926
10835,52.70447508995471,274.8353022786066,0,50.4227722486098
10840,55.600441977782125,297.65717815134445,0,67.81679354197372
10845,57.27628052122418,303.41253187271263,0,53.40041438010365
10850,55.84389638702142,305.43887963913113,0,25.643751672070835
10855,57.82714834951844,307.34520161688766,0,5.883935891314806
10860,63.53608922017938,315.4585488316365,0,25.492465357902002
10865,63.51103773825958,313.81428765049816,0,26.296003320741235
10870,63.20838207726752,310.3306445228243,0,32.65558576518303
10875,64.22354244433816,309.1729616810835,0,28.62163863145893
10880,62.16270448811069,306.7651653902276,0,7.026019342725947
10885,59.16412485915636,302.6408292253214,0,13.324513559426268
10890,60.1028230449191,295.763952894206,0,10.306738875709744
10895,58.082734257157725,291.3051090705848,0,16.08333333333333
10900,59.588104174078474,287.9094814048565,0,9.653135214199164
10905,57.6594480014329,280.5563769680804,0,7.578290605622987
10910,55.251300848841154,274.32964349798647,0,4.166666666666666
10915,53.155725071685694,265.2571057692977,0,2.9288683577502184
10920,56.88054515346195,260.1078512323683,0,21.35102352729185
10925,56.57981233951396,256.24238591085236,0,9.331878322266164
10930,52.44689728220757,255.5020547572934,0,5.2840497474190435
10935,47.851857925411366,256.45044663790964,0,0
10940,47.991250145593796,251.17032987948247,0,4.166666666666666
10945,48.501184672310515,244.43918142383967,0,3.474275990009689
10950,44.87877354896097,243.34100181554007,0,0
10955,42.851707372434106,239.54375116332494,0,0
10960,44.27793525450263,232.42482262736212,0,12.499999999999998
10965,43.06831240263135,227.84060038498598,0,9.876280417516563
10970,43.41284030129093,220.9309382070139,0,11.394408646008857
10975,40.16402720854778,216.90152472774992,0,4.598306250092474
10980,46.68143876366642,247.1728722319678,0,140.1475320885721
10985,49.2822882709957,257.2282518418474,0,66.0730299470051
10990,49.42433967041111,264.6903775557048,0,42.633677449248125
10995,53.000299061534626,270.8624685656348,0,55.77440910794542
11000,52.50948917152951,279.2846945038345,0,53.63207203447651
11005,53.76752407746009,282.1315320404731,0,47.20969796591985
11010,52.52941197152896,284.4683926876221,0,43.70359294022599
11015,52.80438994588948,281.6197710821339,0,26.966077497553947
11020,53.31862348015251,287.01722108268035,0,31.319791754994217
11025,50.167856752787586,285.761742909426,0,36.29700032618292
11030,46.60293958268204,284.33135372251377,0,37.30426245141752
11035,43.170073366433364,282.3917775468738,0,14.818763086485662
11040,52.94358768981798,355.6583331470718,0,238.69051538642546
11045,50.32303421856782,392.47876050038474,0,118.44231464451848
11050,52.52899841284734,410.97645633658783,0,81.35287879312241
11055,53.833189404982214,432.283211857873,0,117.82460141512269
11060,49.88441331251816,448.15860253573646,0,78.36483941036354
11065,50.1365752557996,464.61984382020796,0,112.37151552311565
11070,45.38539136452935,484.6907122650472,0,101.2008495584429
11075,43.01812744522273,495.8152454620287,0,92.19804349454448
