time_step,charger_utilisation
10075,0.0014755425537051853
10080,0.0012505443946434925
10085,0.0011094442412709297
10090,0.0008058555410577568
10095,0.0007093304445326603
10100,0.0003692315066598247
10105,0.0003253718575370176
10110,0.0003253718575370176
10115,0.0003253718575370176
10120,0.0002688107715641669
10125,0.005829323845109659
10130,0.0049120464966558326
10135,0.00197870074793365
10140,0.001688865901328727
10145,0.0013995107687174127
10150,0.0011770272542452709
10155,0.0007896573590413592
10160,0.0005169251189354512
10165,0.0002968982407453078
10170,0.00024370675138360564
10175,0.0001905152620219035
10180,0.0001905152620219035
10185,0.0013101481986469842
10190,0.001247730859690512
10195,0.00013220290505117478
10200,8.361204013377926e-05
10205,0.0
10210,0.0
10215,0.0
10220,0.0
10225,0.0
10230,0.0
10235,0.0
10240,0.0
10245,0.0006982263172549599
10250,0.0005755235029490269
10255,0.0003268887545273103
10260,0.0003268887545273103
10265,0.0003268887545273103
10270,0.00011680472091386497
10275,0.00011680472091386497
10280,6.361323155216285e-05
10285,6.361323155216285e-05
10290,6.361323155216285e-05
10295,6.361323155216285e-05
10300,0.0
10305,0.0018514835417932037
10310,0.0015582746648319106
10315,0.00034171809633576616
10320,0.0003174226638770684
10325,0.0002646800478433132
10330,0.0002646800478433132
10335,0.0002646800478433132
10340,0.0002646800478433132
10345,0.0002646800478433132
10350,0.0002646800478433132
10355,0.0002403846153846154
10360,0.0002403846153846154
10365,0.003389559413489538
10370,0.002652288999722232
10375,0.0012786634077852545
10380,0.0008458796411397251
10385,0.000729523793553807
10390,0.00025937335378287336
10395,0.00025937335378287336
10400,0.00025937335378287336
10405,0.00025937335378287336
10410,0.00025937335378287336
10415,0.00025937335378287336
10420,0.00025937335378287336
10425,0.006846145948328279
10430,0.008564317626209673
10435,0.004905950392652596
10440,0.00400253266534893
10445,0.00279169180190342
10450,0.0024614996216152352
10455,0.0018296450555005752
10460,0.0015592996645779728
10465,0.001171826763650371
10470,0.0009197965004344253
10475,0.0008863740405413772
10480,0.0006517506662740099
10485,0.016195395633803154
10490,0.01836837398161681
10495,0.012915661419390812
10500,0.010464925599888193
10505,0.008206577230023538
10510,0.0062676778529005255
10515,0.00531450288456248
10520,0.004876752514680222
10525,0.004014254544309035
10530,0.0034803157401104164
10535,0.0028857947374478785
10540,0.00230088221659543
10545,0.025437732095007742
10550,0.028434494535647187
10555,0.021871953001534473
10560,0.016583797782263175
10565,0.013307368976181285
10570,0.010810458898410286
10575,0.009128175640339162
10580,0.007782160539219591
10585,0.006901720297553581
10590,0.005640153059112666
10595,0.0048756946749860764
10600,0.004110521461520422
10605,0.024135174658531853
10610,0.02815297222834829
10615,0.021494864058922192
10620,0.016401335880985544
10625,0.012740413316169732
10630,0.010589602746936589
10635,0.009084988710831918
10640,0.007893621921345599
10645,0.00687801611583228
10650,0.005399230964903091
10655,0.004707806088285022
10660,0.00417917044605759
10665,0.00868631742433487
10670,0.01002005910984562
10675,0.005928260936392036
10680,0.0047263343872102305
10685,0.0039037441917240097
10690,0.0036156994857547255
10695,0.002939936721064351
10700,0.002523612750522981
10705,0.0023547532041384082
10710,0.002100918989793384
10715,0.001783168666342381
10720,0.001311343004527501
10725,0.007974073606043108
10730,0.009066000198003035
10735,0.004586078163756257
10740,0.004197746062224311
10745,0.003136037340911292
10750,0.0024541187978715157
10755,0.002138112231879303
10760,0.0016543068386065817
10765,0.001267595146959741
10770,0.0011620071027752057
10775,0.0009456380078676424
10780,0.000912215547974594
10785,0.001939213480233827
10790,0.001329511589850917
10795,0.0007584689129095887
10800,0.00046505154596281
10805,0.00046505154596281
10810,0.00046505154596281
10815,0.0003106141166654034
10820,0.0003106141166654034
10825,0.00028264991084884855
10830,0.00028264991084884855
10835,0.00012031224851118622
10840,7.64525993883792e-05
10845,0.012739455150123053
10850,0.013338253329617114
10855,0.008598907021702892
10860,0.00660263749316153
10865,0.004988117278376995
10870,0.004050938454823151
10875,0.0031199418512254983
10880,0.00272263315067179
10885,0.0022086343250891744
10890,0.001979523003356594
10895,0.0016184160381329453
10900,0.0011131643719013101
10905,0.01462319065428908
10910,0.015329796977424976
10915,0.010351035050433714
10920,0.008833448718886508
10925,0.007025260791301062
10930,0.005634411796153485
10935,0.0048849717973396935
10940,0.004238345550723688
10945,0.0038141796000604406
10950,0.0029934467181227118
10955,0.002689180319698457
10960,0.0023266338615092206
10965,0.006782056683509176
10970,0.005888779878375325
10975,0.0038258968460233704
10980,0.0032829864918768902
10985,0.0030264306903540384
10990,0.002584968588077577
10995,0.0024148583803867618
11000,0.002274762201019148
11005,0.0011281608281698554
11010,0.0007919355998920614
11015,0.0007919355998920614
11020,0.0007035963772772204
11025,0.0008546756438651066
11030,0.0005347860459642122
11035,0.0005347860459642122
11040,0.0001899846253746628
11045,0.0001899846253746628
11050,9.92063492063492e-05
11055,0.0
11060,0.0
11065,0.0
11070,0.0
11075,0.0
11080,0.0
11085,0.0015261299861904643
11090,0.0013817107831872826
11095,0.0008312130003371215
11100,0.0006203504036993193
11105,0.0005035456827854544
11110,0.00036253307042833786
11115,0.0001352603431556106
11120,2.796420581655481e-05
11125,0.0
11130,0.0
11135,0.0
11140,0.0
11145,0.000660860392716915
11150,0.00026634222515017686
11155,5.030181086519115e-05
11160,5.030181086519115e-05
11165,5.030181086519115e-05
11170,5.030181086519115e-05
11175,5.030181086519115e-05
11180,5.030181086519115e-05
11185,5.030181086519115e-05
11190,5.030181086519115e-05
11195,5.030181086519115e-05
11200,5.030181086519115e-05
11205,0.0005304567410056204
11210,0.0003407732128878816
11215,5.274261603375527e-05
11220,5.274261603375527e-05
11225,5.274261603375527e-05
11230,0.0
11235,0.0
11240,0.0
11245,0.0
11250,0.0
11255,0.0
11260,0.0
11265,0.002210529927643145
11270,0.0026516164422112107
11275,0.0010171968879840421
11280,0.0006462696518240815
11285,0.0005930781624623793
11290,0.0005047389398475384
11295,0.0003767090675548156
11300,0.0003239664515210604
11305,0.00016573860341979456
11310,0.00016573860341979456
11315,0.00016573860341979456
11320,0.00016573860341979456
11325,0.0022183627912452054
11330,0.0015608873369006818
11335,0.0009573817591898091
11340,0.0008799823783848554
