#StatisticalArea,PV_denisty,Avg_pv_capacity
206,0.11759887584117726,3.5091269364717186
213,0.23306385845477431,4.1197760569594255
210,0.20635688281680303,4.324327843239373
209,0.18471699036250672,4.077678902484242
207,0.13510338699718377,3.9084828893099988
211,0.1962781001967136,3.8480217396724092
208,0.1350282607294062,3.8946893734415617
212,0.24381412190706095,4.2530496143537
214,0.18399167696911967,3.8462639985313016
