time_step,cur_activity,charge_received,charge_received_pv,charge_received_grid,charge_received_work,charge_received_public,soc,mu,work_charge_instruction,home_charge_instruction,emergency_charge_instruction,soc_abs
12060,2,0.917,0,0,0.917,0,0.334,11.783,32.978,0,0,25.718
12065,2,0.917,0,0,0.917,0,0.346,11.777,32.061,0,0,26.642
12070,2,0.917,0,0,0.917,0,0.358,11.781,31.145,0,0,27.566
12075,2,0.917,0,0,0.917,0,0.37,11.803,30.228,0,0,28.49
12080,2,0.917,0,0,0.917,0,0.382,11.802,29.311,0,0,29.414
12085,2,0.917,0,0,0.917,0,0.394,11.801,28.395,0,0,30.338
12090,2,0.917,0,0,0.917,0,0.406,11.801,27.478,0,0,31.262
12095,2,0.917,0,0,0.917,0,0.418,11.8,26.561,0,0,32.186
12100,2,0.917,0,0,0.917,0,0.43,11.813,25.645,0,0,33.11
12105,2,0.917,0,0,0.917,0,0.442,11.813,24.728,0,0,34.034
12110,2,0.917,0,0,0.917,0,0.454,11.812,23.811,0,0,34.958
12115,2,0.917,0,0,0.917,0,0.465,11.812,22.895,0,0,35.805
12120,2,0.917,0,0,0.917,0,0.477,11.818,21.978,0,0,36.729
12125,2,0.917,0,0,0.917,0,0.489,11.828,21.061,0,0,37.653
12130,2,0.917,0,0,0.917,0,0.501,11.828,20.145,0,0,38.577
12135,2,0.917,0,0,0.917,0,0.513,11.827,19.228,0,0,39.501
12140,2,0.917,0,0,0.917,0,0.525,11.826,18.311,0,0,40.425
12145,2,0.917,0,0,0.917,0,0.537,11.833,17.395,0,0,41.349
12150,2,0.917,0,0,0.917,0,0.549,11.836,16.478,0,0,42.273
12155,2,0.917,0,0,0.917,0,0.561,11.843,15.561,0,0,43.197
12160,2,0.917,0,0,0.917,0,0.573,11.85,14.645,0,0,44.121
12165,2,0.917,0,0,0.917,0,0.584,11.855,13.728,0,0,44.968
12170,2,0.917,0,0,0.917,0,0.596,11.861,12.811,0,0,45.892
12175,2,0.917,0,0,0.917,0,0.608,11.867,11.895,0,0,46.816
12180,2,0.917,0,0,0.917,0,0.62,11.874,10.978,0,0,47.74
12185,2,0.917,0,0,0.917,0,0.632,11.881,10.061,0,0,48.664
12190,2,0.917,0,0,0.917,0,0.644,11.889,9.145,0,0,49.588
12195,2,0.917,0,0,0.917,0,0.656,11.896,8.228,0,0,50.512
12200,2,0.917,0,0,0.917,0,0.668,11.909,7.311,0,0,51.436
12205,2,0.917,0,0,0.917,0,0.68,11.905,6.395,0,0,52.36
12210,2,0.917,0,0,0.917,0,0.692,11.912,5.478,0,0,53.284
12215,2,0.917,0,0,0.917,0,0.704,11.921,4.561,0,0,54.208
12220,2,0.917,0,0,0.917,0,0.715,11.929,3.645,0,0,55.055
12225,2,0.917,0,0,0.917,0,0.727,11.942,2.728,0,0,55.979
12230,2,0.917,0,0,0.917,0,0.739,11.949,1.811,0,0,56.903
12235,2,0.895,0,0,0.895,0,0.751,11.967,0.895,0,0,57.827
12240,2,0,0,0,0,0,0.751,12.02,0,0,0,57.827
12245,2,0,0,0,0,0,0.751,12.028,0,0,0,57.827
12250,2,0,0,0,0,0,0.751,12.036,0,0,0,57.827
12255,2,0,0,0,0,0,0.751,12.043,0,0,0,57.827
12260,2,0,0,0,0,0,0.751,12.051,0,0,0,57.827
12265,2,0,0,0,0,0,0.751,12.059,0,0,0,57.827
12270,2,0,0,0,0,0,0.751,12.066,0,0,0,57.827
12275,2,0,0,0,0,0,0.751,12.08,0,0,0,57.827
12280,2,0,0,0,0,0,0.751,12.088,0,0,0,57.827
12285,2,0,0,0,0,0,0.751,12.095,0,0,0,57.827
12290,2,0,0,0,0,0,0.751,12.104,0,0,0,57.827
12295,2,0,0,0,0,0,0.751,12.109,0,0,0,57.827
12300,2,0,0,0,0,0,0.751,12.118,0,0,0,57.827
12305,2,0,0,0,0,0,0.751,12.127,0,0,0,57.827
12310,2,0,0,0,0,0,0.751,12.135,0,0,0,57.827
12315,2,0,0,0,0,0,0.751,12.149,0,0,0,57.827
12320,2,0,0,0,0,0,0.751,12.159,0,0,0,57.827
12325,2,0,0,0,0,0,0.751,12.168,0,0,0,57.827
12330,2,0,0,0,0,0,0.751,12.176,0,0,0,57.827
12335,2,0,0,0,0,0,0.751,12.183,0,0,0,57.827
12340,2,0,0,0,0,0,0.751,12.19,0,0,0,57.827
12345,2,0,0,0,0,0,0.751,12.198,0,0,0,57.827
12350,2,0,0,0,0,0,0.751,12.18,0,0,0,57.827
12355,2,0,0,0,0,0,0.751,12.188,0,0,0,57.827
12360,2,0,0,0,0,0,0.751,12.197,0,0,0,57.827
12365,2,0,0,0,0,0,0.751,12.204,0,0,0,57.827
12370,2,0,0,0,0,0,0.751,12.211,0,0,0,57.827
12375,2,0,0,0,0,0,0.751,12.218,0,0,0,57.827
12380,2,0,0,0,0,0,0.751,12.228,0,0,0,57.827
12385,2,0,0,0,0,0,0.751,12.234,0,0,0,57.827
12390,2,0,0,0,0,0,0.751,12.227,0,0,0,57.827
12395,2,0,0,0,0,0,0.751,12.234,0,0,0,57.827
12400,2,0,0,0,0,0,0.751,12.218,0,0,0,57.827
12405,2,0,0,0,0,0,0.751,12.225,0,0,0,57.827
12410,2,0,0,0,0,0,0.751,12.231,0,0,0,57.827
12415,2,0,0,0,0,0,0.751,12.238,0,0,0,57.827
12420,2,0,0,0,0,0,0.751,12.245,0,0,0,57.827
12425,2,0,0,0,0,0,0.751,12.251,0,0,0,57.827
12430,2,0,0,0,0,0,0.751,12.255,0,0,0,57.827
12435,2,0,0,0,0,0,0.751,12.257,0,0,0,57.827
12440,2,0,0,0,0,0,0.751,12.266,0,0,0,57.827
12445,2,0,0,0,0,0,0.751,12.269,0,0,0,57.827
12450,2,0,0,0,0,0,0.751,12.274,0,0,0,57.827
12455,2,0,0,0,0,0,0.751,12.277,0,0,0,57.827
12460,2,0,0,0,0,0,0.751,12.28,0,0,0,57.827
12465,2,0,0,0,0,0,0.751,12.283,0,0,0,57.827
12470,2,0,0,0,0,0,0.751,12.287,0,0,0,57.827
12475,2,0,0,0,0,0,0.751,12.291,0,0,0,57.827
12480,2,0,0,0,0,0,0.751,12.294,0,0,0,57.827
12485,2,0,0,0,0,0,0.751,12.296,0,0,0,57.827
12490,2,0,0,0,0,0,0.751,12.298,0,0,0,57.827
12495,2,0,0,0,0,0,0.751,12.301,0,0,0,57.827
12500,2,0,0,0,0,0,0.751,12.303,0,0,0,57.827
12505,2,0,0,0,0,0,0.751,12.305,0,0,0,57.827
12510,2,0,0,0,0,0,0.751,12.306,0,0,0,57.827
12515,2,0,0,0,0,0,0.751,12.312,0,0,0,57.827
12520,2,0,0,0,0,0,0.751,12.298,0,0,0,57.827
12525,2,0,0,0,0,0,0.751,12.297,0,0,0,57.827
12530,2,0,0,0,0,0,0.751,12.305,0,0,0,57.827
12535,2,0,0,0,0,0,0.751,12.306,0,0,0,57.827
12540,2,0,0,0,0,0,0.751,12.306,0,0,0,57.827
12545,2,0,0,0,0,0,0.751,12.306,0,0,0,57.827
12550,2,0,0,0,0,0,0.751,12.306,0,0,0,57.827
12555,2,0,0,0,0,0,0.751,12.308,0,0,0,57.827
12560,2,0,0,0,0,0,0.751,12.308,0,0,0,57.827
12565,2,0,0,0,0,0,0.751,12.308,0,0,0,57.827
12570,2,0,0,0,0,0,0.751,12.299,0,0,0,57.827
12575,2,0,0,0,0,0,0.751,12.292,0,0,0,57.827
12580,2,0,0,0,0,0,0.751,12.291,0,0,0,57.827
12585,2,0,0,0,0,0,0.751,12.289,0,0,0,57.827
12590,2,0,0,0,0,0,0.751,12.284,0,0,0,57.827
12595,2,0,0,0,0,0,0.751,12.283,0,0,0,57.827
12600,2,0,0,0,0,0,0.751,12.281,0,0,0,57.827
12605,2,0,0,0,0,0,0.751,12.281,0,0,0,57.827
12610,2,0,0,0,0,0,0.751,12.28,0,0,0,57.827
12615,2,0,0,0,0,0,0.751,12.278,0,0,0,57.827
12620,2,0,0,0,0,0,0.751,12.271,0,0,0,57.827
12625,2,0,0,0,0,0,0.751,12.269,0,0,0,57.827
12630,2,0,0,0,0,0,0.751,12.268,0,0,0,57.827
12635,2,0,0,0,0,0,0.751,12.266,0,0,0,57.827
12640,2,0,0,0,0,0,0.751,12.266,0,0,0,57.827
12645,2,0,0,0,0,0,0.751,12.266,0,0,0,57.827
12650,2,0,0,0,0,0,0.751,12.265,0,0,0,57.827
12655,2,0,0,0,0,0,0.751,12.264,0,0,0,57.827
12660,2,0,0,0,0,0,0.751,12.263,0,0,0,57.827
12665,2,0,0,0,0,0,0.751,12.261,0,0,0,57.827
12670,2,0,0,0,0,0,0.751,12.26,0,0,0,57.827
12675,2,0,0,0,0,0,0.751,12.258,0,0,0,57.827
12680,2,0,0,0,0,0,0.751,12.256,0,0,0,57.827
12685,2,0,0,0,0,0,0.751,12.254,0,0,0,57.827
12690,2,0,0,0,0,0,0.751,12.252,0,0,0,57.827
12695,2,0,0,0,0,0,0.751,12.25,0,0,0,57.827
12700,2,0,0,0,0,0,0.751,12.248,0,0,0,57.827
12705,2,0,0,0,0,0,0.751,12.247,0,0,0,57.827
12710,2,0,0,0,0,0,0.751,12.245,0,0,0,57.827
12715,2,0,0,0,0,0,0.751,12.243,0,0,0,57.827
12720,2,0,0,0,0,0,0.751,12.241,0,0,0,57.827
12725,2,0,0,0,0,0,0.751,12.24,0,0,0,57.827
12730,2,0,0,0,0,0,0.751,12.238,0,0,0,57.827
12735,2,0,0,0,0,0,0.751,12.237,0,0,0,57.827
12740,2,0,0,0,0,0,0.751,12.235,0,0,0,57.827
12745,2,0,0,0,0,0,0.751,12.234,0,0,0,57.827
12750,2,0,0,0,0,0,0.751,12.232,0,0,0,57.827
12755,2,0,0,0,0,0,0.751,12.231,0,0,0,57.827
12760,2,0,0,0,0,0,0.751,12.229,0,0,0,57.827
12765,2,0,0,0,0,0,0.751,12.228,0,0,0,57.827
12770,2,0,0,0,0,0,0.751,12.226,0,0,0,57.827
12775,2,0,0,0,0,0,0.751,12.225,0,0,0,57.827
12780,0,0,0,0,0,0,0.743,12.223,0,0,0,57.211
12785,0,0,0,0,0,0,0.736,12.221,0,0,0,56.672
12790,0,0,0,0,0,0,0.729,12.219,0,0,0,56.133
12795,0,0,0,0,0,0,0.721,12.217,0,0,0,55.517
12800,0,0,0,0,0,0,0.714,12.214,0,0,0,54.978
12805,0,0,0,0,0,0,0.706,12.212,0,0,0,54.362
12810,0,0,0,0,0,0,0.699,12.21,0,0,0,53.823
12815,0,0,0,0,0,0,0.692,12.208,0,0,0,53.284
12820,0,0,0,0,0,0,0.684,12.205,0,0,0,52.668
12825,0,0,0,0,0,0,0.677,12.203,0,0,0,52.129
12830,0,0,0,0,0,0,0.669,12.201,0,0,0,51.513
12835,0,0,0,0,0,0,0.662,12.199,0,0,0,50.974
12840,0,0,0,0,0,0,0.655,12.196,0,0,0,50.435
12845,0,0,0,0,0,0,0.647,12.194,0,0,0,49.819
12850,0,0,0,0,0,0,0.64,12.191,0,0,0,49.28
12855,0,0,0,0,0,0,0.632,12.188,0,0,0,48.664
12860,0,0,0,0,0,0,0.625,12.186,0,0,0,48.125
12865,0,0,0,0,0,0,0.618,12.183,0,0,0,47.586
12870,0,0,0,0,0,0,0.61,12.18,0,0,0,46.97
12875,0,0,0,0,0,0,0.603,12.178,0,0,0,46.431
12880,0,0,0,0,0,0,0.595,12.175,0,0,0,45.815
12885,0,0,0,0,0,0,0.588,12.172,0,0,0,45.276
12890,0,0,0,0,0,0,0.581,12.17,0,0,0,44.737
12895,0,0,0,0,0,0,0.573,12.167,0,0,0,44.121
12900,0,0,0,0,0,0,0.566,12.164,0,0,0,43.582
12905,0,0,0,0,0,0,0.558,12.163,0,0,0,42.966
12910,0,0,0,0,0,0,0.551,12.161,0,0,0,42.427
12915,0,0,0,0,0,0,0.544,12.159,0,0,0,41.888
12920,0,0,0,0,0,0,0.536,12.157,0,0,0,41.272
12925,0,0,0,0,0,0,0.529,12.155,0,0,0,40.733
12930,0,0,0,0,0,0,0.521,12.154,0,0,0,40.117
12935,0,0,0,0,0,0,0.514,12.152,0,0,0,39.578
12940,0,0,0,0,0,0,0.507,12.15,0,0,0,39.039
12945,0,0,0,0,0,0,0.499,12.148,0,0,0,38.423
12950,0,0,0,0,0,0,0.492,12.146,0,0,0,37.884
12955,1,0,0,0,0,0,0.486,12.145,0,5.197,0,37.422
12960,1,0,0,0,0,0,0.486,12.143,0,5.197,0,37.422
12965,1,0,0,0,0,0,0.486,12.142,0,5.197,0,37.422
12970,1,0,0,0,0,0,0.486,12.141,0,5.197,0,37.422
12975,1,0,0,0,0,0,0.486,12.14,0,5.197,0,37.422
12980,1,0,0,0,0,0,0.486,12.138,0,5.197,0,37.422
12985,1,0,0,0,0,0,0.486,12.137,0,5.197,0,37.422
12990,1,0,0,0,0,0,0.486,12.136,0,5.197,0,37.422
12995,1,0,0,0,0,0,0.486,12.135,0,5.197,0,37.422
13000,1,0,0,0,0,0,0.486,12.134,0,5.197,0,37.422
13005,1,0,0,0,0,0,0.486,12.133,0,5.197,0,37.422
13010,1,0,0,0,0,0,0.486,12.132,0,5.197,0,37.422
13015,1,0,0,0,0,0,0.486,12.131,0,5.197,0,37.422
13020,1,0,0,0,0,0,0.486,12.129,0,5.197,0,37.422
13025,1,0,0,0,0,0,0.486,12.128,0,5.197,0,37.422
13030,1,0,0,0,0,0,0.486,12.127,0,5.197,0,37.422
13035,1,0,0,0,0,0,0.486,12.126,0,5.197,0,37.422
13040,1,0,0,0,0,0,0.486,12.124,0,5.197,0,37.422
13045,1,0,0,0,0,0,0.486,12.123,0,5.197,0,37.422
13050,1,0,0,0,0,0,0.486,12.122,0,5.197,0,37.422
13055,1,0,0,0,0,0,0.486,12.12,0,5.197,0,37.422
13060,1,0,0,0,0,0,0.486,12.119,0,5.197,0,37.422
13065,1,0,0,0,0,0,0.486,12.118,0,5.197,0,37.422
13070,1,0,0,0,0,0,0.486,12.117,0,5.197,0,37.422
13075,1,0,0,0,0,0,0.486,12.115,0,5.197,0,37.422
13080,1,0,0,0,0,0,0.486,12.114,0,5.197,0,37.422
13085,1,0,0,0,0,0,0.486,12.113,0,5.197,0,37.422
13090,1,0,0,0,0,0,0.486,12.112,0,5.197,0,37.422
13095,1,0,0,0,0,0,0.486,12.111,0,5.197,0,37.422
13100,1,0,0,0,0,0,0.486,12.11,0,5.197,0,37.422
13105,1,0,0,0,0,0,0.486,12.109,0,5.197,0,37.422
13110,1,0,0,0,0,0,0.486,12.108,0,5.197,0,37.422
13115,1,0,0,0,0,0,0.486,12.107,0,5.197,0,37.422
13120,1,0,0,0,0,0,0.486,12.106,0,5.197,0,37.422
13125,1,0,0,0,0,0,0.486,12.105,0,5.197,0,37.422
13130,1,0,0,0,0,0,0.486,12.104,0,5.197,0,37.422
13135,1,0,0,0,0,0,0.486,12.103,0,5.197,0,37.422
13140,1,0,0,0,0,0,0.486,12.102,0,5.197,0,37.422
13145,1,0,0,0,0,0,0.486,12.101,0,5.197,0,37.422
13150,1,0,0,0,0,0,0.486,12.1,0,5.197,0,37.422
13155,1,0,0,0,0,0,0.486,12.099,0,5.197,0,37.422
13160,1,0,0,0,0,0,0.486,12.098,0,5.197,0,37.422
13165,1,0,0,0,0,0,0.486,12.097,0,5.197,0,37.422
13170,1,0,0,0,0,0,0.486,12.096,0,5.197,0,37.422
13175,1,0,0,0,0,0,0.486,12.095,0,5.197,0,37.422
13180,1,0,0,0,0,0,0.486,12.094,0,5.197,0,37.422
13185,1,0,0,0,0,0,0.486,12.093,0,5.197,0,37.422
13190,1,0,0,0,0,0,0.486,12.093,0,5.197,0,37.422
13195,1,0,0,0,0,0,0.486,12.092,0,5.197,0,37.422
13200,1,0,0,0,0,0,0.486,12.091,0,5.197,0,37.422
13205,1,0,0,0,0,0,0.486,12.09,0,5.197,0,37.422
13210,1,0,0,0,0,0,0.486,12.089,0,5.197,0,37.422
13215,1,0,0,0,0,0,0.486,12.088,0,5.197,0,37.422
13220,1,0,0,0,0,0,0.486,12.087,0,5.197,0,37.422
13225,1,0,0,0,0,0,0.486,12.086,0,5.197,0,37.422
13230,1,0,0,0,0,0,0.486,12.085,0,5.197,0,37.422
13235,1,0,0,0,0,0,0.486,12.084,0,5.197,0,37.422
13240,1,0,0,0,0,0,0.486,12.083,0,5.197,0,37.422
13245,1,0,0,0,0,0,0.486,12.082,0,5.197,0,37.422
13250,1,0,0,0,0,0,0.486,12.081,0,5.197,0,37.422
13255,1,0,0,0,0,0,0.486,12.081,0,5.197,0,37.422
13260,1,0,0,0,0,0,0.486,12.08,0,5.197,0,37.422
13265,1,0,0,0,0,0,0.486,12.079,0,5.197,0,37.422
13270,1,0,0,0,0,0,0.486,12.078,0,5.197,0,37.422
13275,1,0,0,0,0,0,0.486,12.078,0,5.197,0,37.422
13280,1,0,0,0,0,0,0.486,12.077,0,5.197,0,37.422
13285,1,0,0,0,0,0,0.486,12.076,0,5.197,0,37.422
13290,1,0,0,0,0,0,0.486,12.076,0,5.197,0,37.422
13295,1,0,0,0,0,0,0.486,12.075,0,5.197,0,37.422
13300,1,0,0,0,0,0,0.486,12.075,0,5.197,0,37.422
13305,1,0,0,0,0,0,0.486,12.074,0,5.197,0,37.422
13310,1,0,0,0,0,0,0.486,12.074,0,5.197,0,37.422
13315,1,0,0,0,0,0,0.486,12.073,0,5.197,0,37.422
13320,1,0,0,0,0,0,0.486,12.072,0,5.197,0,37.422
13325,1,0,0,0,0,0,0.486,12.072,0,5.197,0,37.422
13330,1,0.008,0.008,0,0,0,0.487,12.072,0,5.197,0,37.499
13335,1,0,0,0,0,0,0.487,12.071,0,5.189,0,37.499
13340,1,0.003,0.003,0,0,0,0.487,12.071,0,5.189,0,37.499
13345,1,0.016,0.016,0,0,0,0.487,12.071,0,5.185,0,37.499
13350,1,0.004,0.004,0,0,0,0.487,12.07,0,5.17,0,37.499
13355,1,0.001,0.001,0,0,0,0.487,12.07,0,5.166,0,37.499
13360,1,0,0,0,0,0,0.487,12.069,0,5.165,0,37.499
13365,1,0,0,0,0,0,0.487,12.069,0,5.165,0,37.499
13370,1,0,0,0,0,0,0.487,12.069,0,5.165,0,37.499
13375,1,0.03,0.03,0,0,0,0.487,12.068,0,5.165,0,37.499
13380,1,0.048,0.048,0,0,0,0.488,12.068,0,5.135,0,37.576
13385,1,0.054,0.054,0,0,0,0.489,12.067,0,5.087,0,37.653
13390,1,0,0,0,0,0,0.489,12.067,0,5.033,0,37.653
13395,1,0.044,0.044,0,0,0,0.489,12.067,0,5.033,0,37.653
13400,1,0.072,0.072,0,0,0,0.49,12.066,0,4.989,0,37.73
13405,1,0.053,0.053,0,0,0,0.491,12.063,0,4.917,0,37.807
13410,1,0.091,0.091,0,0,0,0.492,12.062,0,4.864,0,37.884
13415,1,0,0,0,0,0,0.492,12.062,0,4.773,0,37.884
13420,1,0.037,0.037,0,0,0,0.492,12.06,0,4.773,0,37.884
13425,1,0,0,0,0,0,0.492,12.06,0,4.736,0,37.884
13430,1,0.126,0.126,0,0,0,0.494,12.059,0,4.736,0,38.038
13435,1,0.081,0.081,0,0,0,0.495,12.059,0,4.61,0,38.115
13440,1,0.125,0.125,0,0,0,0.497,12.057,0,4.529,0,38.269
13445,1,0.131,0.131,0,0,0,0.498,12.052,0,4.404,0,38.346
13450,1,0.106,0.106,0,0,0,0.5,12.051,0,4.273,0,38.5
13455,1,0,0,0,0,0,0.5,12.048,0,4.167,0,38.5
13460,1,0,0,0,0,0,0.5,12.046,0,4.167,0,38.5
13465,1,0.013,0.013,0,0,0,0.5,12.044,0,4.167,0,38.5
13470,1,0.166,0.166,0,0,0,0.502,12.042,0,4.154,0,38.654
13475,1,0,0,0,0,0,0.502,12.03,0,3.988,0,38.654
13480,1,0.136,0.136,0,0,0,0.504,12.027,0,3.988,0,38.808
13485,1,0.183,0.183,0,0,0,0.506,12.026,0,3.852,0,38.962
13490,1,0.081,0.081,0,0,0,0.507,12.026,0,3.669,0,39.039
13495,1,0,0,0,0,0,0.507,12.025,0,3.588,0,39.039
13500,1,0.198,0.198,0,0,0,0.51,12.024,0,3.588,0,39.27
13505,1,0.213,0.213,0,0,0,0.513,12.021,0,3.391,0,39.501
13510,1,0.164,0.164,0,0,0,0.515,12.019,0,3.178,0,39.655
13515,1,0.263,0.263,0,0,0,0.518,12.005,0,3.014,0,39.886
13520,1,0.176,0.176,0,0,0,0.521,12.006,0,2.751,0,40.117
13525,1,0.232,0.232,0,0,0,0.524,12.004,0,2.575,0,40.348
13530,1,0.244,0.244,0,0,0,0.527,12.002,0,2.343,0,40.579
13535,1,0.265,0.265,0,0,0,0.53,12,0,2.098,0,40.81
13540,1,0,0,0,0,0,0.53,11.999,0,1.834,0,40.81
13545,1,0.285,0.285,0,0,0,0.534,11.997,0,1.834,0,41.118
13550,1,0.019,0.019,0,0,0,0.534,11.996,0,1.549,0,41.118
13555,1,0.252,0.252,0,0,0,0.537,11.994,0,1.53,0,41.349
13560,1,0.274,0.274,0,0,0,0.541,11.992,0,1.278,0,41.657
13565,1,0.273,0.273,0,0,0,0.544,11.991,0,1.004,0,41.888
13570,1,0.292,0.292,0,0,0,0.548,11.989,0,0.731,0,42.196
13575,1,0.282,0.282,0,0,0,0.552,11.987,0,0.439,0,42.504
13580,1,0.157,0.157,0,0,0,0.554,11.985,0,0.157,0,42.658
13585,1,0,0,0,0,0,0.554,11.984,0,0,0,42.658
13590,1,0,0,0,0,0,0.554,11.982,0,0,0,42.658
13595,1,0,0,0,0,0,0.554,11.98,0,0,0,42.658
13600,1,0,0,0,0,0,0.554,11.978,0,0,0,42.658
13605,1,0,0,0,0,0,0.554,11.977,0,0,0,42.658
13610,1,0,0,0,0,0,0.554,11.975,0,0,0,42.658
13615,1,0,0,0,0,0,0.554,11.973,0,0,0,42.658
13620,1,0,0,0,0,0,0.554,11.971,0,0,0,42.658
13625,1,0,0,0,0,0,0.554,11.968,0,0,0,42.658
13630,1,0,0,0,0,0,0.554,11.966,0,0,0,42.658
13635,1,0,0,0,0,0,0.554,11.963,0,0,0,42.658
13640,1,0,0,0,0,0,0.554,11.96,0,0,0,42.658
13645,1,0,0,0,0,0,0.554,11.958,0,0,0,42.658
13650,1,0,0,0,0,0,0.554,11.955,0,0,0,42.658
13655,1,0,0,0,0,0,0.554,11.952,0,0,0,42.658
13660,1,0,0,0,0,0,0.554,11.95,0,0,0,42.658
13665,1,0,0,0,0,0,0.554,11.947,0,0,0,42.658
13670,1,0,0,0,0,0,0.554,11.945,0,0,0,42.658
13675,1,0,0,0,0,0,0.554,11.942,0,0,0,42.658
13680,1,0,0,0,0,0,0.554,11.948,0,0,0,42.658
13685,1,0,0,0,0,0,0.554,11.945,0,0,0,42.658
13690,1,0,0,0,0,0,0.554,11.941,0,0,0,42.658
13695,1,0,0,0,0,0,0.554,11.938,0,0,0,42.658
13700,1,0,0,0,0,0,0.554,11.942,0,0,0,42.658
13705,1,0,0,0,0,0,0.554,11.946,0,0,0,42.658
13710,1,0,0,0,0,0,0.554,11.95,0,0,0,42.658
13715,1,0,0,0,0,0,0.554,11.956,0,0,0,42.658
13720,1,0,0,0,0,0,0.554,11.96,0,0,0,42.658
13725,1,0,0,0,0,0,0.554,11.968,0,0,0,42.658
13730,1,0,0,0,0,0,0.554,11.976,0,0,0,42.658
13735,1,0,0,0,0,0,0.554,11.983,0,0,0,42.658
13740,1,0,0,0,0,0,0.554,11.976,0,0,0,42.658
13745,1,0,0,0,0,0,0.554,11.973,0,0,0,42.658
13750,1,0,0,0,0,0,0.554,11.969,0,0,0,42.658
13755,1,0,0,0,0,0,0.554,11.967,0,0,0,42.658
13760,1,0,0,0,0,0,0.554,11.962,0,0,0,42.658
13765,1,0,0,0,0,0,0.554,11.957,0,0,0,42.658
13770,1,0,0,0,0,0,0.554,11.954,0,0,0,42.658
13775,1,0,0,0,0,0,0.554,11.95,0,0,0,42.658
13780,1,0,0,0,0,0,0.554,11.946,0,0,0,42.658
13785,1,0,0,0,0,0,0.554,11.943,0,0,0,42.658
13790,1,0,0,0,0,0,0.554,11.94,0,0,0,42.658
13795,1,0,0,0,0,0,0.554,11.937,0,0,0,42.658
13800,1,0,0,0,0,0,0.554,11.935,0,0,0,42.658
13805,1,0,0,0,0,0,0.554,11.932,0,0,0,42.658
13810,1,0,0,0,0,0,0.554,11.924,0,0,0,42.658
13815,1,0,0,0,0,0,0.554,11.916,0,0,0,42.658
13820,1,0,0,0,0,0,0.554,11.905,0,0,0,42.658
13825,1,0,0,0,0,0,0.554,11.897,0,0,0,42.658
13830,1,0,0,0,0,0,0.554,11.887,0,0,0,42.658
13835,1,0,0,0,0,0,0.554,11.879,0,0,0,42.658
13840,1,0,0,0,0,0,0.554,11.872,0,0,0,42.658
13845,1,0,0,0,0,0,0.554,11.864,0,0,0,42.658
13850,0,0,0,0,0,0,0.547,11.857,0,0,0,42.119
13855,0,0,0,0,0,0,0.539,11.853,0,0,0,41.503
13860,0,0,0,0,0,0,0.532,11.847,0,0,0,40.964
13865,0,0,0,0,0,0,0.524,11.845,0,0,0,40.348
13870,0,0,0,0,0,0,0.517,11.851,0,0,0,39.809
13875,0,0,0,0,0,0,0.51,11.848,0,0,0,39.27
13880,0,0,0,0,0,0,0.502,11.852,0,0,0,38.654
13885,0,0,0,0,0,0,0.495,11.856,0,0,0,38.115
13890,0,0,0,0,0,0,0.487,11.852,0,0,0,37.499
13895,0,0,0,0,0,0,0.48,11.851,0,0,0,36.96
13900,0,0,0,0,0,0,0.473,11.85,0,0,0,36.421
13905,0,0,0,0,0,0,0.465,11.848,0,0,0,35.805
13910,0,0,0,0,0,0,0.458,11.844,0,0,0,35.266
13915,0,0,0,0,0,0,0.45,11.848,0,0,0,34.65
13920,0,0,0,0,0,0,0.443,11.851,0,0,0,34.111
13925,0,0,0,0,0,0,0.436,11.855,0,0,0,33.572
13930,0,0,0,0,0,0,0.428,11.858,0,0,0,32.956
13935,0,0,0,0,0,0,0.421,11.861,0,0,0,32.417
13940,0,0,0,0,0,0,0.413,11.859,0,0,0,31.801
13945,0,0,0,0,0,0,0.406,11.857,0,0,0,31.262
13950,0,0,0,0,0,0,0.399,11.856,0,0,0,30.723
13955,0,0,0,0,0,0,0.391,11.855,0,0,0,30.107
13960,0,0,0,0,0,0,0.384,11.856,0,0,0,29.568
13965,0,0,0,0,0,0,0.376,11.86,0,0,0,28.952
13970,0,0,0,0,0,0,0.369,11.864,0,0,0,28.413
13975,0,0,0,0,0,0,0.361,11.868,0,0,0,27.797
13980,0,0,0,0,0,0,0.354,11.871,0,0,0,27.258
13985,0,0,0,0,0,0,0.347,11.874,0,0,0,26.719
13990,0,0,0,0,0,0,0.339,11.875,0,0,0,26.103
13995,0,0,0,0,0,0,0.332,11.884,0,0,0,25.564
14000,0,0,0,0,0,0,0.324,11.882,0,0,0,24.948
14005,0,0,0,0,0,0,0.317,11.88,0,0,0,24.409
14010,0,0,0,0,0,0,0.31,11.878,0,0,0,23.87
14015,0,0,0,0,0,0,0.302,11.882,0,0,0,23.254
14020,0,0,0,0,0,0,0.295,11.882,0,0,0,22.715
14025,2,0.917,0,0,0.917,0,0.301,11.882,35.519,0,0,23.177
14030,2,0.917,0,0,0.917,0,0.313,11.883,34.602,0,0,24.101
14035,2,0.917,0,0,0.917,0,0.325,11.88,33.686,0,0,25.025
14040,2,0.917,0,0,0.917,0,0.337,11.876,32.769,0,0,25.949
14045,2,0.917,0,0,0.917,0,0.349,11.874,31.852,0,0,26.873
14050,2,0.917,0,0,0.917,0,0.361,11.871,30.936,0,0,27.797
14055,2,0.917,0,0,0.917,0,0.373,11.876,30.019,0,0,28.721
14060,2,0.917,0,0,0.917,0,0.385,11.88,29.102,0,0,29.645
