time_step,cur_activity,charge_received,charge_received_pv,charge_received_grid,charge_received_work,charge_received_public,soc,mu,work_charge_instruction,home_charge_instruction,emergency_charge_instruction,soc_abs
14065,2,0.917,0,0,0.917,0,0.397,11.877,28.186,0,0,30.569
14070,2,0.917,0,0,0.917,0,0.409,11.875,27.269,0,0,31.493
14075,2,0.917,0,0,0.917,0,0.421,11.872,26.352,0,0,32.417
14080,2,0.917,0,0,0.917,0,0.432,11.87,25.436,0,0,33.264
14085,2,0.917,0,0,0.917,0,0.444,11.868,24.519,0,0,34.188
14090,2,0.917,0,0,0.917,0,0.456,11.866,23.602,0,0,35.112
14095,2,0.917,0,0,0.917,0,0.468,11.864,22.686,0,0,36.036
14100,3,1.411,0,0,0,1.411,0.486,11.861,0,0,1.411,37.422
14105,0,0,0,0,0,0,0.479,11.86,0,0,0,36.883
14110,0,0,0,0,0,0,0.472,11.859,0,0,0,36.344
14115,0,0,0,0,0,0,0.464,11.857,0,0,0,35.728
14120,0,0,0,0,0,0,0.457,11.856,0,0,0,35.189
14125,0,0,0,0,0,0,0.449,11.855,0,0,0,34.573
14130,0,0,0,0,0,0,0.442,11.853,0,0,0,34.034
14135,0,0,0,0,0,0,0.435,11.852,0,0,0,33.495
14140,0,0,0,0,0,0,0.427,11.851,0,0,0,32.879
14145,0,0,0,0,0,0,0.42,11.849,0,0,0,32.34
14150,0,0,0,0,0,0,0.412,11.848,0,0,0,31.724
14155,0,0,0,0,0,0,0.405,11.847,0,0,0,31.185
14160,0,0,0,0,0,0,0.398,11.845,0,0,0,30.646
14165,0,0,0,0,0,0,0.39,11.845,0,0,0,30.03
14170,0,0,0,0,0,0,0.383,11.844,0,0,0,29.491
14175,0,0,0,0,0,0,0.375,11.843,0,0,0,28.875
14180,0,0,0,0,0,0,0.368,11.842,0,0,0,28.336
14185,0,0,0,0,0,0,0.361,11.841,0,0,0,27.797
14190,0,0,0,0,0,0,0.353,11.841,0,0,0,27.181
14195,0,0,0,0,0,0,0.346,11.84,0,0,0,26.642
14200,0,0,0,0,0,0,0.338,11.839,0,0,0,26.026
14205,0,0,0,0,0,0,0.331,11.838,0,0,0,25.487
14210,0,0,0,0,0,0,0.324,11.838,0,0,0,24.948
14215,0,0,0,0,0,0,0.316,11.837,0,0,0,24.332
14220,0,0,0,0,0,0,0.309,11.836,0,0,0,23.793
14225,0,0,0,0,0,0,0.301,11.836,0,0,0,23.177
14230,0,0,0,0,0,0,0.294,11.836,0,0,0,22.638
14235,0,0,0,0,0,0,0.287,11.835,0,0,0,22.099
14240,0,0,0,0,0,0,0.279,11.835,0,0,0,21.483
14245,0,0,0,0,0,0,0.272,11.835,0,0,0,20.944
14250,0,0,0,0,0,0,0.264,11.834,0,0,0,20.328
14255,0,0,0,0,0,0,0.257,11.834,0,0,0,19.789
14260,0,0,0,0,0,0,0.25,11.834,0,0,0,19.25
14265,0,0,0,0,0,0,0.242,11.833,0,0,0,18.634
14270,0,0,0,0,0,0,0.235,11.833,0,0,0,18.095
14275,0,0,0,0,0,0,0.227,11.833,0,0,0,17.479
14280,1,0,0,0,0,0,0.222,11.833,0,20.358,0,17.094
14285,1,0,0,0,0,0,0.222,11.832,0,20.358,0,17.094
14290,1,0,0,0,0,0,0.222,11.832,0,20.358,0,17.094
14295,1,0,0,0,0,0,0.222,11.832,0,20.358,0,17.094
14300,1,0,0,0,0,0,0.222,11.831,0,20.358,0,17.094
14305,1,0,0,0,0,0,0.222,11.831,0,20.358,0,17.094
14310,1,0,0,0,0,0,0.222,11.831,0,20.358,0,17.094
14315,1,0,0,0,0,0,0.222,11.831,0,20.358,0,17.094
14320,1,0,0,0,0,0,0.222,11.83,0,20.358,0,17.094
14325,1,0,0,0,0,0,0.222,11.83,0,20.358,0,17.094
14330,1,0,0,0,0,0,0.222,11.83,0,20.358,0,17.094
14335,1,0,0,0,0,0,0.222,11.83,0,20.358,0,17.094
14340,1,0,0,0,0,0,0.222,11.829,0,20.358,0,17.094
14345,1,0,0,0,0,0,0.222,11.829,0,20.358,0,17.094
14350,1,0,0,0,0,0,0.222,11.829,0,20.358,0,17.094
14355,1,0,0,0,0,0,0.222,11.828,0,20.358,0,17.094
14360,1,0,0,0,0,0,0.222,11.828,0,20.358,0,17.094
14365,1,0,0,0,0,0,0.222,11.828,0,20.358,0,17.094
14370,1,0,0,0,0,0,0.222,11.827,0,20.358,0,17.094
14375,1,0,0,0,0,0,0.222,11.827,0,20.358,0,17.094
14380,1,0,0,0,0,0,0.222,11.827,0,20.358,0,17.094
14385,1,0,0,0,0,0,0.222,11.826,0,20.358,0,17.094
14390,1,0,0,0,0,0,0.222,11.826,0,20.358,0,17.094
14395,1,0,0,0,0,0,0.222,11.826,0,20.358,0,17.094
14400,1,0,0,0,0,0,0.222,11.825,0,20.358,0,17.094
14405,1,0,0,0,0,0,0.222,11.824,0,20.358,0,17.094
14410,1,0,0,0,0,0,0.222,11.823,0,20.358,0,17.094
14415,1,0,0,0,0,0,0.222,11.821,0,20.358,0,17.094
14420,1,0,0,0,0,0,0.222,11.82,0,20.358,0,17.094
14425,1,0,0,0,0,0,0.222,11.819,0,20.358,0,17.094
14430,1,0,0,0,0,0,0.222,11.817,0,20.358,0,17.094
14435,1,0,0,0,0,0,0.222,11.816,0,20.358,0,17.094
14440,1,0,0,0,0,0,0.222,11.815,0,20.358,0,17.094
14445,1,0,0,0,0,0,0.222,11.813,0,20.358,0,17.094
14450,1,0,0,0,0,0,0.222,11.812,0,20.358,0,17.094
14455,1,0,0,0,0,0,0.222,11.811,0,20.358,0,17.094
14460,1,0,0,0,0,0,0.222,11.809,0,20.358,0,17.094
14465,1,0,0,0,0,0,0.222,11.808,0,20.358,0,17.094
14470,1,0,0,0,0,0,0.222,11.807,0,20.358,0,17.094
14475,1,0,0,0,0,0,0.222,11.806,0,20.358,0,17.094
14480,1,0,0,0,0,0,0.222,11.804,0,20.358,0,17.094
14485,1,0,0,0,0,0,0.222,11.803,0,20.358,0,17.094
14490,1,0,0,0,0,0,0.222,11.802,0,20.358,0,17.094
14495,1,0,0,0,0,0,0.222,11.8,0,20.358,0,17.094
14500,1,0,0,0,0,0,0.222,11.799,0,20.358,0,17.094
14505,1,0,0,0,0,0,0.222,11.798,0,20.358,0,17.094
14510,1,0,0,0,0,0,0.222,11.796,0,20.358,0,17.094
14515,1,0,0,0,0,0,0.222,11.795,0,20.358,0,17.094
14520,1,0,0,0,0,0,0.222,11.794,0,20.358,0,17.094
14525,1,0,0,0,0,0,0.222,11.793,0,20.358,0,17.094
14530,1,0,0,0,0,0,0.222,11.792,0,20.358,0,17.094
14535,1,0,0,0,0,0,0.222,11.791,0,20.358,0,17.094
14540,1,0,0,0,0,0,0.222,11.79,0,20.358,0,17.094
14545,1,0,0,0,0,0,0.222,11.789,0,20.358,0,17.094
14550,1,0,0,0,0,0,0.222,11.788,0,20.358,0,17.094
14555,1,0,0,0,0,0,0.222,11.787,0,20.358,0,17.094
14560,1,0,0,0,0,0,0.222,11.786,0,20.358,0,17.094
14565,1,0,0,0,0,0,0.222,11.785,0,20.358,0,17.094
14570,1,0,0,0,0,0,0.222,11.784,0,20.358,0,17.094
14575,1,0,0,0,0,0,0.222,11.783,0,20.358,0,17.094
14580,1,0,0,0,0,0,0.222,11.782,0,20.358,0,17.094
14585,1,0,0,0,0,0,0.222,11.781,0,20.358,0,17.094
14590,1,0,0,0,0,0,0.222,11.78,0,20.358,0,17.094
14595,1,0,0,0,0,0,0.222,11.779,0,20.358,0,17.094
14600,1,0,0,0,0,0,0.222,11.779,0,20.358,0,17.094
14605,1,0,0,0,0,0,0.222,11.778,0,20.358,0,17.094
14610,1,0,0,0,0,0,0.222,11.777,0,20.358,0,17.094
14615,1,0,0,0,0,0,0.222,11.776,0,20.358,0,17.094
14620,1,0,0,0,0,0,0.222,11.775,0,20.358,0,17.094
14625,1,0,0,0,0,0,0.222,11.775,0,20.358,0,17.094
14630,1,0,0,0,0,0,0.222,11.774,0,20.358,0,17.094
14635,1,0,0,0,0,0,0.222,11.773,0,20.358,0,17.094
14640,1,0,0,0,0,0,0.222,11.772,0,20.358,0,17.094
14645,1,0,0,0,0,0,0.222,11.772,0,20.358,0,17.094
14650,1,0,0,0,0,0,0.222,11.771,0,20.358,0,17.094
14655,1,0,0,0,0,0,0.222,11.77,0,20.358,0,17.094
14660,1,0,0,0,0,0,0.222,11.77,0,20.358,0,17.094
14665,1,0,0,0,0,0,0.222,11.769,0,20.358,0,17.094
14670,1,0,0,0,0,0,0.222,11.769,0,20.358,0,17.094
14675,1,0,0,0,0,0,0.222,11.768,0,20.358,0,17.094
14680,1,0,0,0,0,0,0.222,11.767,0,20.358,0,17.094
14685,1,0,0,0,0,0,0.222,11.767,0,20.358,0,17.094
14690,1,0,0,0,0,0,0.222,11.766,0,20.358,0,17.094
14695,1,0,0,0,0,0,0.222,11.765,0,20.358,0,17.094
14700,1,0,0,0,0,0,0.222,11.765,0,20.358,0,17.094
14705,1,0,0,0,0,0,0.222,11.764,0,20.358,0,17.094
14710,1,0,0,0,0,0,0.222,11.764,0,20.358,0,17.094
14715,1,0,0,0,0,0,0.222,11.764,0,20.358,0,17.094
14720,1,0,0,0,0,0,0.222,11.763,0,20.358,0,17.094
14725,1,0,0,0,0,0,0.222,11.763,0,20.358,0,17.094
14730,1,0,0,0,0,0,0.222,11.763,0,20.358,0,17.094
14735,1,0,0,0,0,0,0.222,11.762,0,20.358,0,17.094
14740,1,0,0,0,0,0,0.222,11.762,0,20.358,0,17.094
14745,1,0,0,0,0,0,0.222,11.762,0,20.358,0,17.094
14750,1,0,0,0,0,0,0.222,11.761,0,20.358,0,17.094
14755,1,0,0,0,0,0,0.222,11.761,0,20.358,0,17.094
14760,1,0,0,0,0,0,0.222,11.76,0,20.358,0,17.094
14765,1,0,0,0,0,0,0.222,11.76,0,20.358,0,17.094
14770,1,0.017,0.017,0,0,0,0.222,11.76,0,20.358,0,17.094
14775,1,0,0,0,0,0,0.222,11.76,0,20.341,0,17.094
14780,1,0.008,0.008,0,0,0,0.222,11.76,0,20.341,0,17.094
14785,1,0,0,0,0,0,0.222,11.76,0,20.333,0,17.094
14790,1,0,0,0,0,0,0.222,11.76,0,20.333,0,17.094
14795,1,0.039,0.039,0,0,0,0.223,11.759,0,20.333,0,17.171
14800,1,0.003,0.003,0,0,0,0.223,11.759,0,20.294,0,17.171
14805,1,0.013,0.013,0,0,0,0.223,11.759,0,20.29,0,17.171
14810,1,0.044,0.044,0,0,0,0.224,11.753,0,20.277,0,17.248
14815,1,0.019,0.019,0,0,0,0.224,11.752,0,20.233,0,17.248
14820,1,0.03,0.03,0,0,0,0.224,11.752,0,20.214,0,17.248
14825,1,0.041,0.041,0,0,0,0.225,11.751,0,20.184,0,17.325
14830,1,0.028,0.028,0,0,0,0.225,11.751,0,20.143,0,17.325
14835,1,0.017,0.017,0,0,0,0.225,11.75,0,20.114,0,17.325
14840,1,0.047,0.047,0,0,0,0.226,11.745,0,20.097,0,17.402
14845,1,0.002,0.002,0,0,0,0.226,11.745,0,20.05,0,17.402
14850,1,0.023,0.023,0,0,0,0.226,11.744,0,20.048,0,17.402
14855,1,0.008,0.008,0,0,0,0.227,11.743,0,20.026,0,17.479
14860,1,0.066,0.066,0,0,0,0.227,11.743,0,20.017,0,17.479
14865,1,0.094,0.094,0,0,0,0.229,11.742,0,19.952,0,17.633
14870,1,0.105,0.105,0,0,0,0.23,11.74,0,19.858,0,17.71
14875,1,0.111,0.111,0,0,0,0.231,11.74,0,19.753,0,17.787
14880,1,0.157,0.157,0,0,0,0.233,11.739,0,19.642,0,17.941
14885,1,0.139,0.139,0,0,0,0.235,11.738,0,19.485,0,18.095
14890,1,0.057,0.057,0,0,0,0.236,11.736,0,19.346,0,18.172
14895,1,0.007,0.007,0,0,0,0.236,11.735,0,19.29,0,18.172
14900,1,0.127,0.127,0,0,0,0.238,11.733,0,19.283,0,18.326
14905,1,0.159,0.159,0,0,0,0.24,11.732,0,19.156,0,18.48
14910,1,0.022,0.022,0,0,0,0.24,11.731,0,18.996,0,18.48
14915,1,0.066,0.066,0,0,0,0.241,11.73,0,18.974,0,18.557
14920,1,0.109,0.109,0,0,0,0.242,11.729,0,18.908,0,18.634
14925,1,0.001,0.001,0,0,0,0.242,11.728,0,18.799,0,18.634
14930,1,0,0,0,0,0,0.242,11.727,0,18.798,0,18.634
14935,1,0.187,0.187,0,0,0,0.245,11.726,0,18.798,0,18.865
14940,1,0.208,0.208,0,0,0,0.247,11.725,0,18.611,0,19.019
14945,1,0.213,0.213,0,0,0,0.25,11.723,0,18.403,0,19.25
14950,1,0,0,0,0,0,0.25,11.722,0,18.19,0,19.25
14955,1,0.202,0.202,0,0,0,0.253,11.721,0,18.19,0,19.481
14960,1,0.126,0.126,0,0,0,0.254,11.72,0,17.988,0,19.558
14965,1,0.015,0.015,0,0,0,0.255,11.718,0,17.862,0,19.635
14970,1,0.263,0.263,0,0,0,0.258,11.715,0,17.847,0,19.866
14975,1,0,0,0,0,0,0.258,11.714,0,17.584,0,19.866
14980,1,0.007,0.007,0,0,0,0.258,11.713,0,17.584,0,19.866
14985,1,0.056,0.056,0,0,0,0.259,11.712,0,17.577,0,19.943
14990,1,0.266,0.266,0,0,0,0.262,11.711,0,17.521,0,20.174
14995,1,0.266,0.266,0,0,0,0.266,11.709,0,17.256,0,20.482
15000,1,0.19,0.19,0,0,0,0.268,11.704,0,16.99,0,20.636
15005,1,0.268,0.268,0,0,0,0.272,11.703,0,16.8,0,20.944
15010,1,0.11,0.11,0,0,0,0.273,11.703,0,16.532,0,21.021
15015,1,0.065,0.065,0,0,0,0.274,11.716,0,16.422,0,21.098
15020,1,0.136,0.136,0,0,0,0.276,11.719,0,16.357,0,21.252
15025,1,0.162,0.162,0,0,0,0.278,11.719,0,16.221,0,21.406
15030,1,0,0,0,0,0,0.278,11.717,0,16.059,0,21.406
15035,1,0.272,0.272,0,0,0,0.281,11.717,0,16.059,0,21.637
15040,1,0.206,0.206,0,0,0,0.284,11.716,0,15.787,0,21.868
15045,1,0.323,0.323,0,0,0,0.288,11.711,0,15.581,0,22.176
15050,1,0.058,0.058,0,0,0,0.289,11.71,0,15.258,0,22.253
15055,1,0.042,0.042,0,0,0,0.29,11.709,0,15.2,0,22.33
15060,1,0.282,0.282,0,0,0,0.293,11.709,0,15.158,0,22.561
15065,1,0.188,0.188,0,0,0,0.296,11.708,0,14.876,0,22.792
15070,1,0.207,0.207,0,0,0,0.298,11.708,0,14.688,0,22.946
15075,1,0.304,0.304,0,0,0,0.302,11.714,0,14.481,0,23.254
15080,1,0.253,0.253,0,0,0,0.306,11.723,0,14.177,0,23.562
15085,1,0.355,0.355,0,0,0,0.31,11.724,0,13.924,0,23.87
15090,1,0.259,0.259,0,0,0,0.314,11.726,0,13.569,0,24.178
15095,1,0.917,0.232,0.685,0,0,0.326,11.734,0,13.31,0,25.102
15100,1,0.917,0.045,0.871,0,0,0.337,11.75,0,12.393,0,25.949
15105,1,0.917,0.31,0.607,0,0,0.349,11.76,0,11.476,0,26.873
15110,1,0.917,0.133,0.784,0,0,0.361,11.769,0,10.56,0,27.797
15115,1,0.917,0.303,0.614,0,0,0.373,11.767,0,9.643,0,28.721
15120,1,0.917,0.201,0.716,0,0,0.385,11.778,0,8.726,0,29.645
15125,1,0.917,0.338,0.579,0,0,0.397,11.84,0,7.81,0,30.569
15130,1,0.917,0.316,0.601,0,0,0.409,11.848,0,6.893,0,31.493
15135,1,0.917,0.28,0.637,0,0,0.421,11.855,0,5.976,0,32.417
15140,1,0.917,0.265,0.652,0,0,0.433,11.857,0,5.06,0,33.341
15145,1,0.917,0.347,0.57,0,0,0.445,11.859,0,4.143,0,34.265
15150,1,0.917,0.192,0.725,0,0,0.456,11.861,0,3.226,0,35.112
15155,1,0.917,0.265,0.651,0,0,0.468,11.871,0,2.31,0,36.036
15160,1,0.917,0.318,0.598,0,0,0.48,11.884,0,1.393,0,36.96
15165,1,0.476,0.237,0.239,0,0,0.486,11.895,0,0.476,0,37.422
15170,3,0,0,0,0,0,0.486,11.903,0,0,0,37.422
15175,0,0,0,0,0,0,0.479,11.914,0,0,0,36.883
15180,0,0,0,0,0,0,0.472,11.923,0,0,0,36.344
15185,0,0,0,0,0,0,0.464,11.933,0,0,0,35.728
15190,0,0,0,0,0,0,0.457,11.942,0,0,0,35.189
15195,0,0,0,0,0,0,0.449,11.95,0,0,0,34.573
15200,0,0,0,0,0,0,0.442,11.961,0,0,0,34.034
15205,0,0,0,0,0,0,0.435,11.962,0,0,0,33.495
15210,0,0,0,0,0,0,0.427,11.966,0,0,0,32.879
15215,0,0,0,0,0,0,0.42,11.972,0,0,0,32.34
15220,0,0,0,0,0,0,0.412,11.976,0,0,0,31.724
15225,0,0,0,0,0,0,0.405,11.981,0,0,0,31.185
15230,0,0,0,0,0,0,0.398,11.985,0,0,0,30.646
15235,0,0,0,0,0,0,0.39,11.992,0,0,0,30.03
15240,0,0,0,0,0,0,0.383,11.99,0,0,0,29.491
15245,0,0,0,0,0,0,0.375,12.001,0,0,0,28.875
15250,0,0,0,0,0,0,0.368,12.015,0,0,0,28.336
15255,0,0,0,0,0,0,0.361,12.023,0,0,0,27.797
15260,0,0,0,0,0,0,0.353,12.031,0,0,0,27.181
15265,0,0,0,0,0,0,0.346,12.039,0,0,0,26.642
15270,0,0,0,0,0,0,0.338,12.046,0,0,0,26.026
15275,0,0,0,0,0,0,0.331,12.056,0,0,0,25.487
15280,0,0,0,0,0,0,0.324,12.09,0,0,0,24.948
15285,0,0,0,0,0,0,0.316,12.095,0,0,0,24.332
15290,0,0,0,0,0,0,0.309,12.101,0,0,0,23.793
15295,0,0,0,0,0,0,0.301,12.105,0,0,0,23.177
15300,0,0,0,0,0,0,0.294,12.113,0,0,0,22.638
15305,0,0,0,0,0,0,0.287,12.123,0,0,0,22.099
15310,0,0,0,0,0,0,0.279,12.132,0,0,0,21.483
15315,0,0,0,0,0,0,0.272,12.149,0,0,0,20.944
15320,0,0,0,0,0,0,0.264,12.123,0,0,0,20.328
15325,0,0,0,0,0,0,0.257,12.102,0,0,0,19.789
15330,0,0,0,0,0,0,0.25,12.083,0,0,0,19.25
15335,0,0,0,0,0,0,0.242,12.059,0,0,0,18.634
15340,0,0,0,0,0,0,0.235,12.071,0,0,0,18.095
15345,0,0,0,0,0,0,0.227,12.045,0,0,0,17.479
15350,2,0.917,0,0,0.917,0,0.234,12.027,40.716,0,0,18.018
15355,2,0.917,0,0,0.917,0,0.246,12.025,39.799,0,0,18.942
15360,2,0.917,0,0,0.917,0,0.258,12.024,38.883,0,0,19.866
15365,2,0.917,0,0,0.917,0,0.27,12.015,37.966,0,0,20.79
15370,2,0.917,0,0,0.917,0,0.282,12.022,37.049,0,0,21.714
15375,2,0.917,0,0,0.917,0,0.294,12.029,36.133,0,0,22.638
15380,2,0.917,0,0,0.917,0,0.305,12.037,35.216,0,0,23.485
15385,2,0.917,0,0,0.917,0,0.317,12.044,34.299,0,0,24.409
15390,2,0.917,0,0,0.917,0,0.329,12.049,33.383,0,0,25.333
15395,2,0.917,0,0,0.917,0,0.341,12.054,32.466,0,0,26.257
15400,2,0.917,0,0,0.917,0,0.353,12.068,31.549,0,0,27.181
15405,2,0.917,0,0,0.917,0,0.365,12.071,30.633,0,0,28.105
15410,2,0.917,0,0,0.917,0,0.377,12.074,29.716,0,0,29.029
15415,2,0.917,0,0,0.917,0,0.389,12.077,28.799,0,0,29.953
15420,3,4.167,0,0,0,4.167,0.443,12.08,0,0,7.525,34.111
15425,3,3.358,0,0,0,3.358,0.486,12.084,0,0,3.358,37.422
15430,0,0,0,0,0,0,0.479,12.095,0,0,0,36.883
15435,0,0,0,0,0,0,0.472,12.102,0,0,0,36.344
15440,0,0,0,0,0,0,0.464,12.119,0,0,0,35.728
15445,0,0,0,0,0,0,0.457,12.132,0,0,0,35.189
15450,0,0,0,0,0,0,0.449,12.145,0,0,0,34.573
15455,0,0,0,0,0,0,0.442,12.151,0,0,0,34.034
15460,0,0,0,0,0,0,0.435,12.16,0,0,0,33.495
15465,0,0,0,0,0,0,0.427,12.168,0,0,0,32.879
15470,0,0,0,0,0,0,0.42,12.171,0,0,0,32.34
15475,0,0,0,0,0,0,0.412,12.187,0,0,0,31.724
15480,0,0,0,0,0,0,0.405,12.177,0,0,0,31.185
15485,0,0,0,0,0,0,0.398,12.166,0,0,0,30.646
15490,0,0,0,0,0,0,0.39,12.168,0,0,0,30.03
15495,0,0,0,0,0,0,0.383,12.162,0,0,0,29.491
15500,0,0,0,0,0,0,0.375,12.167,0,0,0,28.875
15505,0,0,0,0,0,0,0.368,12.171,0,0,0,28.336
15510,0,0,0,0,0,0,0.361,12.174,0,0,0,27.797
15515,0,0,0,0,0,0,0.353,12.177,0,0,0,27.181
15520,0,0,0,0,0,0,0.346,12.18,0,0,0,26.642
15525,0,0,0,0,0,0,0.338,12.183,0,0,0,26.026
15530,0,0,0,0,0,0,0.331,12.186,0,0,0,25.487
15535,0,0,0,0,0,0,0.324,12.189,0,0,0,24.948
15540,0,0,0,0,0,0,0.316,12.192,0,0,0,24.332
15545,0,0,0,0,0,0,0.309,12.195,0,0,0,23.793
15550,0,0,0,0,0,0,0.301,12.198,0,0,0,23.177
15555,0,0,0,0,0,0,0.294,12.202,0,0,0,22.638
15560,0,0,0,0,0,0,0.287,12.205,0,0,0,22.099
15565,0,0,0,0,0,0,0.279,12.208,0,0,0,21.483
15570,0,0,0,0,0,0,0.272,12.211,0,0,0,20.944
15575,0,0,0,0,0,0,0.264,12.214,0,0,0,20.328
15580,0,0,0,0,0,0,0.257,12.217,0,0,0,19.789
15585,0,0,0,0,0,0,0.25,12.22,0,0,0,19.25
15590,0,0,0,0,0,0,0.242,12.223,0,0,0,18.634
15595,0,0,0,0,0,0,0.235,12.226,0,0,0,18.095
15600,0,0,0,0,0,0,0.227,12.229,0,0,0,17.479
15605,1,0,0,0,0,0,0.222,12.232,0,20.358,0,17.094
15610,1,0,0,0,0,0,0.222,12.234,0,20.358,0,17.094
15615,1,0,0,0,0,0,0.222,12.237,0,20.358,0,17.094
15620,1,0,0,0,0,0,0.222,12.239,0,20.358,0,17.094
15625,1,0,0,0,0,0,0.222,12.242,0,20.358,0,17.094
15630,1,0,0,0,0,0,0.222,12.244,0,20.358,0,17.094
15635,1,0,0,0,0,0,0.222,12.247,0,20.358,0,17.094
15640,1,0,0,0,0,0,0.222,12.249,0,20.358,0,17.094
15645,1,0,0,0,0,0,0.222,12.252,0,20.358,0,17.094
15650,1,0,0,0,0,0,0.222,12.254,0,20.358,0,17.094
15655,1,0,0,0,0,0,0.222,12.257,0,20.358,0,17.094
15660,1,0,0,0,0,0,0.222,12.259,0,20.358,0,17.094
15665,1,0,0,0,0,0,0.222,12.26,0,20.358,0,17.094
15670,1,0,0,0,0,0,0.222,12.261,0,20.358,0,17.094
15675,1,0,0,0,0,0,0.222,12.262,0,20.358,0,17.094
15680,1,0,0,0,0,0,0.222,12.262,0,20.358,0,17.094
15685,1,0,0,0,0,0,0.222,12.263,0,20.358,0,17.094
15690,1,0,0,0,0,0,0.222,12.264,0,20.358,0,17.094
15695,1,0,0,0,0,0,0.222,12.265,0,20.358,0,17.094
15700,1,0,0,0,0,0,0.222,12.266,0,20.358,0,17.094
15705,1,0,0,0,0,0,0.222,12.266,0,20.358,0,17.094
15710,1,0,0,0,0,0,0.222,12.267,0,20.358,0,17.094
15715,1,0,0,0,0,0,0.222,12.268,0,20.358,0,17.094
15720,1,0,0,0,0,0,0.222,12.269,0,20.358,0,17.094
15725,1,0,0,0,0,0,0.222,12.269,0,20.358,0,17.094
15730,1,0,0,0,0,0,0.222,12.27,0,20.358,0,17.094
15735,1,0,0,0,0,0,0.222,12.27,0,20.358,0,17.094
15740,1,0,0,0,0,0,0.222,12.27,0,20.358,0,17.094
15745,1,0,0,0,0,0,0.222,12.271,0,20.358,0,17.094
15750,1,0,0,0,0,0,0.222,12.271,0,20.358,0,17.094
15755,1,0,0,0,0,0,0.222,12.271,0,20.358,0,17.094
15760,1,0,0,0,0,0,0.222,12.272,0,20.358,0,17.094
15765,1,0,0,0,0,0,0.222,12.272,0,20.358,0,17.094
15770,1,0,0,0,0,0,0.222,12.272,0,20.358,0,17.094
15775,1,0,0,0,0,0,0.222,12.273,0,20.358,0,17.094
15780,1,0,0,0,0,0,0.222,12.273,0,20.358,0,17.094
15785,1,0,0,0,0,0,0.222,12.273,0,20.358,0,17.094
15790,1,0,0,0,0,0,0.222,12.273,0,20.358,0,17.094
15795,1,0,0,0,0,0,0.222,12.274,0,20.358,0,17.094
15800,1,0,0,0,0,0,0.222,12.274,0,20.358,0,17.094
15805,1,0,0,0,0,0,0.222,12.274,0,20.358,0,17.094
15810,1,0,0,0,0,0,0.222,12.274,0,20.358,0,17.094
15815,1,0,0,0,0,0,0.222,12.274,0,20.358,0,17.094
15820,1,0,0,0,0,0,0.222,12.274,0,20.358,0,17.094
15825,1,0,0,0,0,0,0.222,12.274,0,20.358,0,17.094
15830,1,0,0,0,0,0,0.222,12.274,0,20.358,0,17.094
15835,1,0,0,0,0,0,0.222,12.275,0,20.358,0,17.094
15840,1,0,0,0,0,0,0.222,12.275,0,20.358,0,17.094
15845,1,0,0,0,0,0,0.222,12.275,0,20.358,0,17.094
15850,1,0,0,0,0,0,0.222,12.276,0,20.358,0,17.094
15855,1,0,0,0,0,0,0.222,12.276,0,20.358,0,17.094
15860,1,0,0,0,0,0,0.222,12.277,0,20.358,0,17.094
15865,1,0,0,0,0,0,0.222,12.278,0,20.358,0,17.094
15870,1,0,0,0,0,0,0.222,12.278,0,20.358,0,17.094
15875,1,0,0,0,0,0,0.222,12.279,0,20.358,0,17.094
15880,1,0,0,0,0,0,0.222,12.279,0,20.358,0,17.094
15885,1,0,0,0,0,0,0.222,12.28,0,20.358,0,17.094
15890,1,0,0,0,0,0,0.222,12.28,0,20.358,0,17.094
15895,1,0,0,0,0,0,0.222,12.281,0,20.358,0,17.094
15900,1,0,0,0,0,0,0.222,12.282,0,20.358,0,17.094
15905,1,0,0,0,0,0,0.222,12.282,0,20.358,0,17.094
15910,1,0,0,0,0,0,0.222,12.283,0,20.358,0,17.094
15915,1,0,0,0,0,0,0.222,12.284,0,20.358,0,17.094
15920,1,0,0,0,0,0,0.222,12.285,0,20.358,0,17.094
15925,1,0,0,0,0,0,0.222,12.286,0,20.358,0,17.094
15930,1,0,0,0,0,0,0.222,12.287,0,20.358,0,17.094
15935,1,0,0,0,0,0,0.222,12.288,0,20.358,0,17.094
15940,1,0,0,0,0,0,0.222,12.289,0,20.358,0,17.094
15945,1,0,0,0,0,0,0.222,12.289,0,20.358,0,17.094
15950,1,0,0,0,0,0,0.222,12.29,0,20.358,0,17.094
15955,1,0,0,0,0,0,0.222,12.291,0,20.358,0,17.094
15960,1,0,0,0,0,0,0.222,12.292,0,20.358,0,17.094
15965,1,0,0,0,0,0,0.222,12.293,0,20.358,0,17.094
15970,1,0,0,0,0,0,0.222,12.294,0,20.358,0,17.094
15975,1,0,0,0,0,0,0.222,12.295,0,20.358,0,17.094
15980,1,0,0,0,0,0,0.222,12.296,0,20.358,0,17.094
15985,1,0,0,0,0,0,0.222,12.297,0,20.358,0,17.094
15990,1,0,0,0,0,0,0.222,12.298,0,20.358,0,17.094
15995,1,0,0,0,0,0,0.222,12.299,0,20.358,0,17.094
16000,1,0,0,0,0,0,0.222,12.299,0,20.358,0,17.094
16005,1,0,0,0,0,0,0.222,12.3,0,20.358,0,17.094
16010,1,0,0,0,0,0,0.222,12.301,0,20.358,0,17.094
16015,1,0,0,0,0,0,0.222,12.302,0,20.358,0,17.094
