Start_location_uid,End_location_uid,Speed_limit,Nbr_of_lanes
214,208,40,3
214,212,40,3
213,210,40,3
213,206,40,3
210,206,40,3
210,209,40,3
206,207,40,3
206,208,40,3
206,209,40,3
207,208,40,3
207,209,40,3
207,212,40,3
207,211,40,3
208,212,40,3
209,211,40,3
212,211,40,3
