company_charger_cost_per_kWh,charge_pv,charge_work,charge_grid,charge_emergency,charge_held_back,utilisation,total_revenue,revenue_per_charger,avg_cost_apartment,avg_cost_house_pv,avg_cost_house_no_pv,avg_cost
0.04,19.5926539238365,221369.35727919245,359.59589788565404,5.116374778258239,0.0,2.4084714243212146,8854.774291167696,57.09686502782205,0.007601577096547749,0.007696702939225433,0.00769951292953619,0.007697878272536788
0.05,12.181348396922509,217910.62835916592,484.2836087589325,2.0408978008793976,0.0,2.4110308462754357,10895.531417958306,71.03019560812942,0.009477860433779278,0.009595897006656568,0.00956455793847691,0.009564755992367124
0.060000000000000005,30.093116620259934,217066.10326009017,521.7177140519606,6.807527298073062,0.0,2.2936596628697914,13023.966195605353,81.6458845288042,0.011643150423534043,0.011596114973454445,0.011506867458820973,0.011514561903181822
0.07,0.02660961272199991,217527.9521648762,288.0186885521377,60.67525788332637,0.0,2.3160120013619783,15226.956651541263,96.07907181631641,0.013635361390830244,0.013266087734956009,0.013462122043004674,0.013454502318911913
0.08000000000000002,23235.466964549938,202749.23359396527,607.3290856527652,16.423315979994655,7479.734946880565,2.1949194510537002,16219.93868751719,102.81832706021774,0.015096296300076556,0.015470004434320127,0.0154684839949687,0.015461789164645764
0.09000000000000001,23823.707166099703,197264.27094767895,387.99004747776644,0.4033111239217533,7916.656471067704,2.1615685280639587,17753.784385291045,114.48358235771137,0.017255918294585573,0.01664187459919037,0.01721242512721383,0.017171072994984025
0.1,21968.570674011,199139.76986418702,445.3607989705317,2.9591816793689194,7281.374686920943,2.1619749016720693,19913.976986418787,127.44681810797154,0.019004835706093223,0.017521089445810198,0.01916092298917427,0.019062810522673616
0.11000000000000001,22096.207767658463,200719.2777443565,632.0246957135337,24.493218311543806,7399.514734325367,2.1655010234064314,22079.120551879172,141.22676758862292,0.021034725147283065,0.01833540651926831,0.0210994996508775,0.020943488648109482
0.12000000000000002,22737.86599112424,201512.25613220767,630.0455001241909,43.39784548833572,7576.702509451001,2.20066889750235,24181.47073586499,155.8273284855703,0.02311918580001398,0.019538003405813072,0.02302256268366119,0.022816883525226227
0.13000000000000003,22197.461332233794,200829.00812622302,507.8055315402548,17.839057883645463,7714.33759054704,2.173372507247166,26107.77105640896,165.74059683342074,0.025000578028485095,0.02038014984036878,0.024848405779381293,0.024571002406371088
0.14,23471.313583452746,201211.80233671854,403.6949084150917,11.169135053603238,7616.202196580534,2.1408599409315556,28169.652327140477,176.7453869993064,0.02671510444167966,0.02162115383807152,0.026693955733720597,0.026381487135324875
0.15000000000000002,23138.591462268145,202535.41672334378,670.9623210564098,53.67333222916922,8468.519001925482,2.152388665159689,30380.312508501498,192.62667925939942,0.02884998910978112,0.02261726757267694,0.02880007537117117,0.02839821435160958
0.16000000000000003,22890.214143976606,203540.5951477299,674.9056807093359,1.6768808563938364e-12,7778.921012156436,2.185847207069113,32566.495223636775,207.74055273639547,0.03050220338928323,0.023872792285656055,0.03046144147496526,0.030055828291574847
0.17000000000000004,24723.478398938707,201348.74870971404,685.4648605335763,0.5043941911856944,8620.453311504676,2.2064990288967445,34229.28728065139,221.60580462592893,0.03210675701231222,0.024453824111144384,0.03243963086997671,0.031897766747766156
0.18000000000000002,23019.798948358635,204208.18843507697,710.9934309628047,27.63986865374017,8206.123506769873,2.1716091279930847,36757.47391831371,231.39454917602606,0.03427524422582727,0.026103820315934688,0.03440207462700079,0.03387391217795442
0.19000000000000003,23167.852033036335,201554.0154464458,597.6561972043975,5.290398009454659,8100.523490184904,2.1538541186788183,38295.26293482476,244.3451595583043,0.035523140367413074,0.026782579379188612,0.03621847777918758,0.035609956145402966
0.20000000000000004,22413.58490876848,201132.80727551327,586.9653631136616,31.88889468115336,7763.247755013537,2.162187545340275,40226.56145510249,256.96732495399016,0.03849792879761184,0.027697608318104826,0.03800933489558912,0.03740499841047981
0.21000000000000005,22219.789420770365,201209.1696213271,627.909463133677,17.56912403598409,8028.864528003726,2.1849299554809454,42253.92562047863,271.67278651709245,0.04021533765698671,0.029106382981217534,0.03992915793755817,0.039291477428051926
0.22000000000000006,24195.789682087794,200327.04651399946,628.6420600428122,16.603736022218975,8120.511155739135,2.1844229566081035,44071.950233079806,284.0623438243894,0.041920130069607674,0.029506130350300554,0.041965038660317776,0.041144017302889635
0.23000000000000004,22475.541594390306,199477.48582974492,514.2935460503103,16.450294825711868,7455.216594458352,2.161210475845634,45879.82174084114,292.55461351002396,0.043875270820058834,0.030212107875659124,0.04384656609793227,0.04308932492225047
0.24000000000000005,21266.346621908342,206472.45702942647,629.1628893725921,1.7837336012851193,7962.007322555658,2.289534152773833,49553.38968706227,324.07849784115086,0.04631654481773204,0.03159409117311034,0.04582949110536731,0.045116658675521726
0.25000000000000006,22512.136574439617,202402.77252214134,791.4771863775449,33.71536444005855,8137.170765960174,2.1816204193036564,50600.69313053526,322.9340170081171,0.04751362107861673,0.03323981324835375,0.047828941787505574,0.04693322088577885
0.26,23667.537129783697,199545.0344486225,664.3849616622206,8.375161355461154,8350.556962024899,2.145162439060939,51881.70895664181,329.7506061597821,0.05000724329073671,0.03374931517981682,0.04938402910815037,0.04836022512241479
0.27,23453.898016788484,110096.10655058241,87598.92668841574,6.724221179865708e-11,0.0,1.2019544394585187,29725.948768657196,187.49176101187072,0.0510108780955972,0.034627902824249934,0.05141088955107756,0.050361573281170614
0.28,24191.205532208023,18733.379419168064,183356.1201525449,7.643447017651567,0.0,0.27534607734256905,5245.346237367088,34.47686613522235,0.054129433692632005,0.03517962232569374,0.051208663728648164,0.05014524552331757
