employees_per_charger\company_charger_cost_per_kWh,0.04,0.05,0.060000000000000005,0.07,0.08000000000000002,0.09000000000000001,0.1,0.11000000000000001,0.12000000000000002,0.13000000000000003,0.14,0.15000000000000002,0.16000000000000003,0.17000000000000004,0.18000000000000002,0.19000000000000003,0.20000000000000004,0.21000000000000005,0.22000000000000006,0.23000000000000004,0.24000000000000005,0.25000000000000006,0.26,0.27,0.28,0.29000000000000004,0.30000000000000004,0.31000000000000005,0.32,0.33
1,2.356101975487968,2.312627210466766,2.4663138445097808,2.396257933910222,2.165776300229946,2.1412790342778996,2.1442213219009267,2.0765425554453323,2.114634808416283,2.1444278307337274,2.1729409962375437,2.086663112829844,2.11539271100798,2.152616826481031,2.109165470860509,2.2276555774155473,2.051059673487127,2.167147062393733,2.226044507161154,2.1753053788776344,2.1386300536435985,2.243772213204836,2.1609834220360034,1.2372653514326508,0.2838635497045759,0.2648047639653588,0.32434266297355213,0.2477118327241233,0.23641624815889606,0.2751378637359166
8,17.363437111478447,17.505590726746284,17.55888191915188,17.135385042022396,15.527940191797384,14.87569658576135,15.888357248251683,15.343220048576256,16.38733650182631,15.99596622390995,15.926180279396712,15.000910627718877,15.700985657046667,15.790838332809749,15.704597625746086,16.207674005331437,15.966190524663265,15.213045394504995,15.76269015650962,15.076428764591821,15.450034351113684,15.753459587154422,16.268035170566797,9.213078274358342,2.152622040766895,2.0588523170156896,2.022130739997627,2.2424573225577227,2.162833508349741,1.9658121160042266
15,28.7840557641004,28.298412895153124,27.535461832003662,29.15819343577152,25.214666785316282,26.531811224362123,26.726145471822882,26.000969840769038,26.72412356689754,26.33633514477587,25.59574881544394,25.611383864854332,25.62891801637455,26.21579077838374,27.462477088685556,25.895006889491384,25.30792627743545,26.05621535133182,25.05487581745648,24.823943450368887,25.308509392607153,26.77637039081948,26.275271796869514,16.176654571671893,3.6099255713162637,4.260792463197023,3.493355584673131,3.1714527209693357,3.5076146482009083,3.526487652572188
22,36.148797719385236,33.68545340793737,35.06139628632817,35.37926582383085,31.5742822910028,33.295128314092175,32.601983831873596,33.48018332270938,32.68814039001811,32.32745915669193,31.943005288382015,33.28055280118986,33.26515245413989,33.075283699663984,33.69662580368458,33.54674847132714,33.09922258028972,33.766577838373884,33.78650960880134,34.01092647024099,33.48097421913748,32.54305762132985,33.411020217044154,21.533395700041723,5.321376435221237,4.726928744560127,4.937103076232948,5.510215253677095,4.850467455202201,4.696186580730449
29,41.21031647661548,38.8147310361924,40.63341803007779,38.986615258398885,38.20911537644311,36.48222745551705,37.31145383289664,38.39541722737687,38.642321517104534,37.61715891115991,39.30397179529571,38.171435654083396,37.890534622376514,37.7689342965744,39.60290654437274,37.953145288854294,38.42313844228807,38.99592747361713,38.22549401515683,37.62397596619231,38.43703520079346,37.71134936374155,37.300993637415374,25.389759957031888,6.44616002077579,6.731394751752958,6.526102533229464,5.602004981467055,5.755356257525343,6.494384045140143
36,43.813563873739916,43.91752248742846,44.619918195339785,43.860374318294646,41.424764501735176,41.553958023467075,41.14865311518778,40.31998843166432,41.04166666666656,40.50900677573963,40.93729489812784,40.25373905139654,41.30963890266071,41.838311849281325,41.004287957126365,41.24464964468676,41.1245868451497,40.571806313006114,43.170302429350556,41.134647165757734,41.50270616427035,40.85077732134007,40.045328989305226,29.319893996269737,7.635659395141278,7.3817550818046085,7.08698975375971,7.053205491418193,7.137973062303731,7.952693769624834
43,45.850644521566785,44.07878862997858,46.14210461080816,45.6554081969924,43.07292183110233,42.89954139811604,42.21426210543725,43.52059576929443,44.09238142455795,42.50146669971902,43.24863658899341,43.01985209056353,43.79561229548838,42.77997438439933,44.694699223268984,43.410799867790466,42.78662617749144,43.51185754420753,41.65185506527857,42.70420178482899,44.27751611303925,42.65482978020179,44.508387043464,30.692178978681234,8.879358783672123,8.196868286233657,9.145492480581717,8.277578086266704,7.453106924475258,9.56963725004127
50,48.93418443232525,48.10960998182119,46.92333911750123,48.95891175012401,44.91073789456287,45.02268220128905,46.34440588332522,46.04765741199814,43.660200793257324,44.88563873739883,45.38708477937536,45.485229714097,45.18736572467355,45.13704346389033,45.11105602379781,45.460667658238414,46.30835812262441,46.62514460419768,47.72415716410511,46.42924723186252,45.95482151710462,46.156172533465664,45.43391588167257,33.97992067426874,8.714881837712719,10.019418277970567,10.625103288712573,9.559473640720508,10.283816724508355,9.711308048256463
57,51.62070318955546,49.30631300611495,50.60382581391504,47.593682862336614,47.392992893736704,47.83630804825647,47.56073376301424,46.617191373326804,49.57579325731274,47.26336555941176,47.510432159973476,47.16947611964954,48.001053544868725,47.22742108742351,47.16018013551479,49.00223103619221,47.37807800363575,47.77474797554138,49.23679970252872,47.039435630474294,48.12913154850442,46.58424227400432,45.904395967608764,35.206990580069366,11.897723516774104,10.890658568831563,10.079015865146213,10.216699719054684,10.963683688646453,10.49940092546682
64,51.12718972070742,51.73473392827657,52.024045612295374,51.60975458601895,48.56067178978677,47.849838869608455,48.21610064452145,48.6795570980004,48.867645843662274,49.57321103949785,48.01520409849632,47.32585523054034,50.2496488183771,49.22802016195682,48.92899933895239,48.10878367212031,49.43955544538098,48.81094034043953,49.2037473144935,48.794414146422,48.36411336969094,50.00805651958361,48.28499421583209,37.237543381259336,10.23746075028914,10.654850437944106,11.251032887126058,10.708973723351509,10.064348867955653,9.982750784994174
71,52.36613782845818,52.24363741530319,51.778011898859745,52.845604032391414,48.7099239795075,50.58750619732256,48.737605354486746,50.33878697735905,48.80722194678564,50.259254668649625,49.83432490497445,49.78598578747339,49.914373657246784,50.45653610973414,49.74942158320949,49.712857378945664,49.54924805817223,48.76012229383593,50.41976532804495,49.473434143116876,49.39844653776228,49.701185754420784,49.34225747810283,37.941042802842446,11.87035200793256,12.442317226650433,12.329573624194309,12.00194182779706,11.452859031565026,11.352668980333853
