employees_per_charger\company_charger_cost_per_kWh,0.04,0.05,0.060000000000000005,0.07,0.08000000000000002,0.09000000000000001,0.1,0.11000000000000001,0.12000000000000002,0.13000000000000003,0.14,0.15000000000000002,0.16000000000000003,0.17000000000000004,0.18000000000000002,0.19000000000000003,0.20000000000000004,0.21000000000000005,0.22000000000000006,0.23000000000000004,0.24000000000000005,0.25000000000000006,0.26,0.27,0.28,0.29000000000000004,0.30000000000000004,0.31000000000000005,0.32,0.33
1,8.242222237448349,4.612209427983533,2.716049607442983e-12,3.170796958329447e-12,12713.030810077833,12901.966738340188,11995.697922081064,12391.843117609089,12325.783458080174,12187.286761722185,13488.389576012874,11780.199162969044,12950.794613848118,12579.589183510492,12677.340608590055,12355.95097817193,11789.044012767394,13021.318882163721,12580.517706600955,12926.133488179534,12921.258364334883,11442.734262228518,12319.950398045932,12842.05636241815,12813.262533682291,12401.42044622536,12548.64202275064,12764.134410730974,13590.779327046042,12068.328732804008
8,2.569051305096484,24.378499746263834,33.54250501947185,14.698964399933796,12221.115320716797,11842.361135603292,12729.008244709828,12902.926951321831,12282.456156846987,13438.741434771713,13256.889107363755,12384.27566076888,12560.566800667992,13587.188668564806,13072.73960839267,13413.70784582679,13655.507590089193,12241.4730003759,12610.253321685212,12405.246407281245,12634.705036318646,12258.425162304045,12740.635514929902,13609.203016895142,13723.961931466121,13510.452055670154,13194.623366227877,13678.62710953894,13077.681842132344,12224.212561008302
15,185.83500778677487,127.76578218506633,158.42935193200566,117.04197649497631,13421.120601274577,12776.977601115537,12970.311125937036,12661.217894727279,12593.896548541981,12207.579409769121,13698.752482755592,12990.25047436007,12079.164456000042,13267.085129990754,12480.171862650035,12190.756617021574,13585.557540296308,12821.373442453942,11731.61736188301,13923.853974553142,13137.34390931518,12747.180266439496,14100.771982211847,11920.365486011155,13064.860996093768,13349.943062389026,12371.374470651162,11852.610061366782,13184.885686007721,13644.550362788326
22,532.4888488831843,516.6252978122074,497.19389955730543,558.9563412838386,13607.401980972007,12624.531936452348,13154.68420743249,12551.676269657899,11203.83438943879,12907.423765873074,12156.972361506858,12604.302210898344,12592.74244306954,12588.9360741735,13332.356724910069,13302.178403602396,12785.096824534194,13819.26605814064,12423.421570921215,12389.596070940775,13851.415698792547,12419.954215933592,11927.707011268285,12687.462379544204,12355.26124820334,14031.814864955015,13611.999193808475,12818.029811628912,12722.416080255332,12789.44238988647
29,822.1373307120243,705.6869761838528,865.1828130327024,773.4778997119029,13453.703511963657,13169.769128120472,11880.577647408083,12636.118311206223,13445.960788767547,14336.215235803948,11974.322826353073,12712.085194725021,12364.704045378503,13411.652976881098,12602.61014179743,11506.890746824816,13503.795797706862,11982.57340281793,12724.667198469158,12593.738239967992,13100.172412200036,13188.31313498863,13414.832039029116,12915.75345232278,13101.197712236333,12294.87071333357,13183.386446990398,12388.355469382019,13247.452506055304,12915.624684318858
36,1192.2443911565504,991.0700436070707,1134.4834598402738,1042.762118773419,12107.1672999239,13387.657648276388,12030.568267012211,12635.342211087018,13687.037713038724,13469.851259117826,13695.560868602348,11927.870712159864,12704.533901596224,13127.439084593461,12212.188800765512,12316.13818443562,11652.09778515274,11916.22635899382,13804.729774967309,13762.9228191677,12430.875168428578,13265.375411836978,12543.013281664465,13235.530502344822,13318.554608825742,12556.476087222734,12414.90179385906,11343.650056293405,11950.583990707353,11378.227254125786
43,1014.793391833681,1066.2121748818522,1172.6331779701584,1105.8714593809898,13167.468495823256,12643.450113228313,12491.050548186315,12416.819242180027,11847.920295607533,13437.90538103492,13310.339790579588,13484.316886830125,12191.599958654013,12823.22437211072,11745.550715001207,12560.706032983453,13227.528531857726,13669.357304735873,12714.325568280912,12963.095228697266,13009.675756616389,12251.797729151538,12641.04330218668,12666.908334269656,12058.593465284888,13501.172161771026,12585.949597247558,12306.876620171437,12770.36265378228,13519.332013747893
50,1274.4026625114673,1405.8542006015193,1519.1848835859616,1248.0446097064091,12593.95525279714,12672.052261812763,12902.607436205402,12261.01927990916,12810.450096728991,12349.509546611718,12551.842066985924,12405.336514933866,14373.583423179572,13321.075170032942,13639.433224306884,12393.844884463959,13466.297463895495,11545.149840173834,11750.494694144196,12029.401589292514,12705.617317189768,12196.200815012025,12818.787811146149,12867.799562888578,13590.241660500304,12762.637026087341,12694.04586981628,12169.365310054978,12890.1004592012,12001.14016283516
57,1357.318545164535,1190.3492726946406,1380.005673005924,1273.5027567339628,13211.827402357016,13475.675024658653,13340.789171445866,13932.321000528806,12306.585637884793,13161.832577678231,12715.45810757771,11794.36857147262,12253.65740453786,13061.832216811577,13061.08780760522,12723.741285745296,11902.281367302488,12290.86644957052,14175.16361599797,12038.881720524923,12266.414055888996,12282.091238212714,12778.973505600987,12476.750435596014,12668.849053142349,13786.818388794449,13336.299944044056,11367.680760393863,13262.664593274423,12958.602080979912
