employees_per_charger\company_charger_cost_per_kWh,0.27
1,64764.82563936917
8,64815.66206844582
15,63841.00198709381
22,67348.06058604876
29,65214.506770242064
36,64773.99224737924
43,60775.4696599396
50,67483.80561923698
57,63959.86343985594
64,63974.32649267142
71,64480.124913485306
78,64816.37244984236
85,62616.98366802174
