employees_per_charger\company_charger_cost_per_kWh,0.27
1,60207.33305881634
8,62220.67546872803
15,62135.28855715905
22,60607.29656119484
29,60182.02012392866
36,59390.69575853657
43,59579.95027783547
50,58328.84041585033
57,62254.518026218895
64,61670.33031692266
71,59187.715061015006
78,62224.21012722759
85,60280.60564029155
