employees_per_charger\company_charger_cost_per_kWh,0.08,0.09,0.09999999999999999,0.10999999999999999,0.11999999999999998,0.12999999999999998,0.13999999999999996,0.14999999999999997,0.15999999999999998,0.16999999999999996,0.17999999999999994,0.18999999999999995,0.19999999999999996,0.20999999999999996,0.21999999999999992,0.22999999999999993,0.23999999999999994,0.24999999999999994,0.2599999999999999,0.2699999999999999,0.2799999999999999,0.2899999999999999,0.2999999999999999,0.3099999999999999
1,88943.2255867959,86843.93125626042,90301.36445076577,87790.47608946657,88852.11271547776,90140.74967280541,88519.71720713626,88398.70789068694,88333.02289134584,88214.16082667407,89079.54792008338,87125.2087164306,86496.26991036243,7003.637628946263,7196.096160950907,8021.6397156987005,8574.56071841268,7245.644158163155,7242.287199582582,7718.618721995956,7492.27442637697,6683.177405996823,7899.388553284762,7236.605616864237
7,90466.91487818837,87827.3161348293,90142.30692377423,87319.59774327325,89483.87228766731,87993.68403348101,88583.63477440654,91336.40290701963,88264.66185558369,88980.1345401313,89662.53493291418,90444.58133689695,89679.16338497354,7431.796013819958,7691.553823979258,6692.735937321803,6879.71230834866,7681.610562417623,7807.4660347107065,7329.162277111373,7406.15318658108,7776.201137506018,6637.408880625778,7773.516845350772
13,90115.47619116405,90698.72396762241,91753.89934828783,93175.64750231159,92189.22940080255,91631.59501138769,86706.55858415714,91099.46446931193,90259.13300587649,90609.31002944692,91801.6567189714,90196.0300178569,90984.68457496533,7347.337083971398,7304.835871868132,8026.958583991634,7850.101585949636,6838.641004083419,7925.957319115751,6487.514784054856,6710.535259581923,7411.664442026611,7052.581488241779,7498.845506828404
19,89794.00271611015,91569.45926548933,91178.6156397221,92244.18555418438,94129.10860555226,90949.48157556458,91381.78519194039,90020.72799365854,89668.76091471285,90700.95376528683,90336.1670475463,92365.23240707691,89512.64585171721,7075.250737974141,6825.878501908819,8384.52108824766,6883.102334377368,7686.778236277243,6465.25652227901,7342.919143665224,7318.047347670416,7566.559720402994,7614.164126729519,6577.668125414129
25,85297.08732122747,87374.63676485642,87701.52735999829,84618.22280942905,85569.37446343576,86280.27407015802,85419.45193836943,84438.38982021179,85455.00453093382,85978.00561258986,86033.87092731394,86044.6742827356,86678.63832021205,7990.673752817045,6474.8356860434205,7730.9728143866605,7672.571913763319,6332.307622066104,6901.982869446742,6928.050149260625,6607.2446051982515,7521.8592474675,6913.45975680909,6877.043392452546
31,78849.92012700324,80184.38056828782,79590.88856801458,79731.13666075823,80846.72641435688,79574.86731235591,79749.41599616804,79093.83528950524,81063.35953856353,80878.35699524067,81183.20193614467,79095.5899086112,80697.70713952642,7582.381221625488,7909.835393268634,7551.922552453917,7617.0538140822155,8452.422179409681,7948.50314474319,8265.28337549529,7101.1743258705455,7775.924294766277,7163.625205539076,7072.797464503369
37,76005.43827343504,75516.05807129249,76154.24467577165,75808.19160056756,74693.52966407721,74930.8848763055,75298.71947383069,75943.68718132663,75524.62876864793,75120.5340074068,74966.79638019676,75560.54004057085,74505.37539843174,6829.909541063065,7507.896000563011,7864.288056086431,7766.144446500011,6733.970778839628,7167.275167620966,6743.847154808492,7508.422466278839,6494.162265833404,7213.1661306727565,7186.145993033364
43,72380.13331655879,71486.61608446007,72294.88007394888,69278.76761355516,70914.73749849031,71198.50636942351,69617.3282204559,71065.64439786026,69949.24040397005,70802.08522390752,70592.79797215857,69516.41799826964,72640.88074791648,7824.166016968846,6981.34257148114,7411.8229457167645,7591.395999243512,6456.880170342422,6362.572192038349,6545.8276158239,7503.0701063134275,6439.762322310427,7802.019051352186,7666.979443934196
49,67178.91143018648,67255.33627782989,68126.62158831881,66928.1526830296,68526.97828348783,66345.61634747109,64439.270086386954,65860.33130811324,64692.929322007185,66668.84298655811,68606.74870138244,69482.7970423046,66683.66834033387,8094.041873980065,6745.310474698903,6552.120908266654,7415.431128641833,7506.799124293044,7698.198384521187,7988.855792180323,7505.280094260318,8264.873368233182,6695.494182039034,7022.813982097294
55,63377.53324804747,63208.799731973224,63438.45460455574,62778.79714248025,62587.77688300081,62202.888858421335,63764.35976752346,61600.45246452846,63205.184026319126,61279.51856957969,62942.91115595523,62419.050723011154,61420.72619450381,7840.011064646804,8289.782050424235,7963.864942281146,6642.711968689414,7617.797467181826,7349.10296970029,7246.416415546637,7565.569104530511,7104.449325387047,7731.732006234252,6852.36386753957
61,60067.40456240254,61733.35235431414,59527.12010713065,60441.55542590825,61225.64684454942,57869.608631330244,59697.57462124556,61533.3758616126,61300.4433585024,59266.20306043438,61851.896663446976,59811.12104066816,59775.213781660146,6348.1380189624915,6395.803862734128,7660.921743852422,7329.076908380153,6818.0517932877165,6741.643508684399,7687.744115698142,7092.964700272127,6610.495072464525,7827.9614721334565,7933.201636229017
67,57438.424039100944,58463.53029789356,57045.87547327918,59050.74116415302,56730.08433697447,57564.79702048004,57488.274181449735,59318.8999044837,60132.982558379845,60012.02201665335,58988.81140879206,58143.86072253498,59282.246726395715,7846.202774581592,7133.3828222121665,7683.2446840045595,6831.065049176553,7534.244463210789,7386.333340441041,7636.752615531155,6770.601892853021,8069.603781838562,6826.41675847913,6655.045091102528
73,55871.14241162108,55721.91091807616,56607.67781551275,54299.37475957307,57019.303417571595,57576.673202023136,56535.569454724246,56712.91323662325,56140.58933098367,55627.18447163578,56578.44728787469,56785.510259027826,57148.37299278067,7492.159743143392,9019.359922965948,7085.7876418587375,6749.920961103691,7462.790520713355,6818.1123408277235,7264.534696347969,7175.594149204276,7130.503833248755,7747.118100692183,6214.132950785978
79,55098.543893299495,55267.36851269281,54473.574358860555,54096.2472191842,54234.240278445664,52886.93970901226,53923.18852937308,52640.08995880904,54239.444211655195,56116.80983568051,56117.29838675421,54996.70372305966,54337.49852621992,7870.125205637134,7853.389653464596,7608.10975034267,6983.435584593473,7005.7518656856055,7912.301089330849,7483.543175231612,6791.319075968401,7514.267181749979,7607.4481904015765,7318.577271113221
85,54314.52598304758,52021.18138571781,52349.64677032904,50708.847593086844,51919.14711780114,51468.48519151345,52167.17509123154,52338.457683330016,52908.7952465917,53897.44211538349,50982.34368252765,54442.64499876319,52186.31311374284,7584.189372603759,6799.388817485389,7683.413791987112,8076.045133706764,7163.520540508659,7805.344013944699,7719.526444742933,7696.42337854518,7202.826462266174,6780.522257122996,6202.8880390258255
91,49569.58273506639,51494.470243315525,49592.1691522269,52157.82089259387,49853.14752823231,52794.218423005084,51834.57653022167,52295.845375692516,51258.32844645305,50644.48749977198,51614.345214793226,49231.75720269757,51827.12480412527,6563.0093201932705,6613.720703182935,7135.8268049427525,6950.79978737369,7786.182684808735,7433.0235272056025,8020.867892493876,7160.702656180545,7254.166297091399,6763.143807363277,6559.817005562733
