employees_per_charger\company_charger_cost_per_kWh,0.04,0.05,0.060000000000000005,0.07,0.08000000000000002,0.09000000000000001,0.1,0.11000000000000001,0.12000000000000002,0.13000000000000003,0.14,0.15000000000000002,0.16000000000000003,0.17000000000000004,0.18000000000000002,0.19000000000000003,0.20000000000000004,0.21000000000000005,0.22000000000000006,0.23000000000000004,0.24000000000000005,0.25000000000000006,0.26,0.27,0.28,0.29000000000000004,0.30000000000000004,0.31000000000000005,0.32,0.33
1,56.40614837791299,68.6726591660041,82.30667753629648,96.8241797945532,109.4681785508949,127.68410969167297,141.19606794955985,155.35664418112074,164.56208665291413,181.23712544413698,184.78778212881028,210.4264402104827,232.17570394836085,237.58389595315077,244.9120855698816,269.15958293610106,285.4155905233768,300.8147713845136,308.5794128667336,320.6971125377174,337.70408005285515,365.9900518158062,376.3823729398698,206.42821888086772,32.44812547871548,32.75220825469038,36.26003145411962,34.28528749478621,42.70220998257808,46.576004001723184
8,412.9907875545544,529.3029700931602,643.8135951382824,704.6763649265159,870.4793305618331,949.1546787797339,1000.4163461692648,1145.67044857109,1217.9758009757736,1337.3665367034387,1485.6177872041635,1580.866890545458,1613.5820342466907,1811.8282840838801,1789.5994593617224,1870.2898685411876,2109.0676944847833,2294.2636942568815,2326.7639805563667,2311.144667333146,2489.56406322698,2491.123868068649,2663.4352376363477,1498.7166516994664,221.73517267244,249.76479809556506,280.628332054237,276.8020121819018,225.96588623116457,281.3149645105097
15,671.9709059593138,840.1178041364992,1020.3001623265603,1199.493175851367,1347.6758662385178,1516.056383457715,1687.183319047321,1887.0674799020692,2115.710019847736,2268.105366374463,2359.74067931626,2606.2319378523894,2650.595303780081,2904.89171566516,2932.496764427124,3148.597292138452,3455.045865369008,3664.7542788311757,3654.629624983293,4119.440708638639,4328.347488572003,4390.781309137057,4551.282143341791,2537.5044698560055,402.5442709501842,386.874593518585,430.1256340919595,507.07641610906063,501.9167006408903,454.5512206164282
22,883.5941900847109,1097.8466904935938,1315.3047216718835,1522.7571560505949,1744.1416662575534,1943.4749881568164,2161.423767098324,2327.3087881478086,2595.772043458093,2813.902280614238,2986.0169250606755,3274.8566255068877,3513.0194602808424,3618.136068997118,3738.340256822374,4268.516762498667,4336.89573788212,4533.8436890442135,4849.285318632462,5036.455641180228,5277.4802210952,5279.380722397966,5656.3860779849265,3585.3809881178904,513.0287702768899,642.7886750464877,584.3881393155743,555.547152752588,670.0607507282843,696.9372510719505
29,962.3793787281645,1260.3556058951885,1474.1030568311223,1720.4420692050376,2025.6868938248665,2255.925391546596,2541.994036907007,2748.873725878785,2959.9046566614925,3195.7757663796338,3475.3538744411676,3775.0883602190775,3815.1483437522843,4084.328003695084,4519.609426234235,4634.1655183414505,4778.079193235896,5173.908674472976,5641.629215842397,5544.194813149548,5993.793251292085,6339.162698081748,6500.011705757969,4512.361479323219,754.3026806983858,812.3634709222306,744.6165890942326,790.1801717895921,780.5972894875861,911.4761272667612
36,1021.2514273624598,1328.6278848262955,1612.4017963463978,1886.8599279283785,2158.0531133187897,2429.770255098226,2723.8287754031894,2956.5676487044057,3221.354654947891,3444.8547786739027,3856.778190527103,4028.2833669091797,4317.0560565414635,4750.71701849569,4806.325865483908,5027.9417197767,5295.9791381737205,5616.955891120343,5926.001605753457,6160.0555092586665,6285.935870314967,6694.240034981402,6896.133939412509,4920.493272502601,875.7454291702776,1053.1448149089174,928.1134615673441,897.043253149657,940.5007821557366,863.4664951856372
43,1133.2940537454026,1416.8937787371833,1675.9523225941653,1912.5392535121669,2317.222408318737,2531.3502929594106,2802.401025718957,3215.382127798979,3461.0549637693816,3670.991159857769,4028.641586402771,4285.102155562098,4559.202954982807,4815.865159436807,5156.084736310487,5376.893762042545,5664.499724918959,6057.739556118911,6368.808210919481,6667.442441452434,6916.691879281642,7180.260194258092,7389.990116673692,5496.747739729296,1084.6027386288802,965.2137236911238,1024.391648944718,1306.3283666627685,1024.186021751373,1102.805421146017
50,1177.8257174789778,1462.707257084019,1759.0196143291976,2108.8095435265163,2250.229316124757,2660.5786719720163,2958.193750218441,3295.814265414943,3389.7563597663293,3776.9585836652263,4226.34753197684,4256.488121148398,4737.704323293467,5122.672657820425,5147.05939989306,5689.590117102764,5830.871277247026,6367.51375870866,6575.8628096705315,6588.30405320595,7030.752650263491,7264.168553051244,7857.550101746562,5752.663521678329,1107.2738430067013,1120.5856072280617,1105.9365610847344,1107.22920331583,1045.4257145461834,1348.1296030768312
57,1204.2748312301933,1562.1916344076908,1882.8594328472075,2158.9707865855385,2466.5118488931057,2853.8440191482646,3061.88378820527,3440.2638862820013,3749.6953839564694,4073.6652404103033,4493.3400379306895,4479.903326653657,4827.128883852565,5225.649372886396,5608.275568420487,5816.73818342763,6194.523959526223,6275.364140789049,6895.198576331837,7093.330504375904,7470.000512171882,7809.928328690265,8214.313186516438,6269.316333469178,1239.7575293541001,1184.029275984618,1259.059319291153,1450.782349046722,1385.2176106053025,1372.2220835063722
64,1236.230498489978,1571.021071110466,1885.3338182445145,2184.2049756192414,2497.7038412453085,2917.9300872439085,3214.8251097357743,3524.095517090089,3807.1649267263783,4095.5602245968666,4376.875893181845,4831.933274841939,5170.56321613395,5280.551205427364,5689.261264985655,5972.359297767159,6272.480731238771,6659.872629094071,7092.995701453111,7406.732048587621,7578.185197988011,7833.195523803586,8318.912503113077,6535.6791590025705,1276.2687628220299,1233.289761838022,1233.8955268878096,1474.1234884957878,1306.0778319168446,1312.100900547477
