time_step,charger_utilisation
10075,0.012538975915314101
10080,0.009483348872457685
10085,0.00865900208782774
10090,0.007489504413293447
10095,0.006558666132131126
10100,0.006165781960159997
10105,0.005783536340336925
10110,0.005093623521929808
10115,0.004296968959138372
10120,0.003712778758268609
10125,0.021258156517719083
10130,0.029411461809500695
10135,0.028224505691620615
10140,0.02504575829542028
10145,0.020465959145368397
10150,0.017647201161948217
10155,0.014693974460278019
10160,0.012164117933195936
10165,0.01080133359025638
10170,0.01003708520760184
10175,0.0089935974911908
10180,0.007849971227801766
10185,0.006751280662129931
10190,0.006610751051992017
10195,0.006005155390627678
10200,0.005001397103849682
10205,0.004148447465653895
10210,0.003126795820690962
10215,0.0030011455004691047
10220,0.0023114169442880602
10225,0.002003370637205605
10230,0.0017194122295675351
10235,0.001669110418702344
10240,0.0013094624577916342
10245,0.004523668593083689
10250,0.005582229256692683
10255,0.005178725028205969
10260,0.004631232493055358
10265,0.003794053240002677
10270,0.0031858406325881135
10275,0.003037856567941899
10280,0.0028179878668196487
10285,0.002582085762176581
10290,0.002372317072616344
10295,0.0020849434568243367
10300,0.001466677618242796
10305,0.002572631332733808
10310,0.0037179133812624784
10315,0.003533289591115435
10320,0.0033847424860465906
10325,0.0027307737863313604
10330,0.0023613651862580236
10335,0.0020862193399451895
10340,0.0017422080552524505
10345,0.0016519174702995022
10350,0.0015286930488996714
10355,0.0013914388415911926
10360,0.001204818291812923
10365,0.006814678073049976
10370,0.008870387039415525
10375,0.008243837754314736
10380,0.007450552543412263
10385,0.00637079384873699
10390,0.005158997071078893
10395,0.004450468122532447
10400,0.0041442063419055136
10405,0.0033404657310445083
10410,0.002782868831670113
10415,0.0022369352211608568
10420,0.001844852651123915
10425,0.033947811389016695
10430,0.04748343663733747
10435,0.04543487078658146
10440,0.03999340400430447
10445,0.03435660639152619
10450,0.02961565232124403
10455,0.025811113615042715
10460,0.023155193271307918
10465,0.021047325172148884
10470,0.017577313775988125
10475,0.01472201518815674
10480,0.012223367649323498
10485,0.09339482334371975
10490,0.12621410392411853
10495,0.12390792640252139
10500,0.10877163438637463
10505,0.0911143878613729
10510,0.0794331587809186
10515,0.07141265616057699
10520,0.06339829046250367
10525,0.05415659400298636
10530,0.04722533418079431
10535,0.04164650792179607
10540,0.037106612445596765
10545,0.16596172612047755
10550,0.21087654823798246
10555,0.20574697229255828
10560,0.181257940159099
10565,0.15132942933788013
10570,0.13169567066144955
10575,0.11736423630689545
10580,0.10502023780460987
10585,0.09130943765281048
10590,0.07972592195044433
10595,0.07125564070493921
10600,0.06276993303461649
10605,0.21818278946838107
10610,0.2782270321064348
10615,0.27233206007056543
10620,0.2386286581839153
10625,0.20384913665604903
10630,0.17411717953769792
10635,0.15387239574432238
10640,0.13707029534551088
10645,0.1201498957815065
10650,0.10502607380996827
10655,0.0917617187240683
10660,0.08124414249838033
10665,0.08582278572758048
10670,0.08702000077346221
10675,0.07910642862842807
10680,0.07000493555910062
10685,0.06258622437818936
10690,0.05458555279645129
10695,0.0460796891552754
10700,0.03964763033202172
10705,0.03425931138495394
10710,0.031257108593911155
10715,0.026673588711736786
10720,0.024181353892167114
10725,0.041372230606950874
10730,0.04858717498565414
10735,0.0470079126391161
10740,0.03931893249281657
10745,0.030787429145999533
10750,0.026951287849173982
10755,0.024270670591681802
10760,0.02200465014213488
10765,0.01951961456034809
10770,0.016919002052739808
10775,0.015338742999072657
10780,0.012923594319952747
10785,0.010649632720438642
10790,0.010412040814632841
10795,0.009011631467579963
10800,0.006676523690502585
10805,0.005508585718112171
10810,0.004906063554762519
10815,0.00419252089317963
10820,0.003929160787454998
10825,0.003553970459484534
10830,0.0033204835927446623
10835,0.003067871101573874
10840,0.002944377201216152
10845,0.0678427310542597
10850,0.09249756197916839
10855,0.09026081487993044
10860,0.07900629411920367
10865,0.06579882486491506
10870,0.05636933206963398
10875,0.04945673399873161
10880,0.04408032628190932
10885,0.03874746046105605
10890,0.033357201278235486
10895,0.0304031532145786
10900,0.02602884464627156
10905,0.10038360459473425
10910,0.12654235314934997
10915,0.12324688183785082
10920,0.10872664551484726
10925,0.09195121759533922
10930,0.08031452857675078
10935,0.07306932550235107
10940,0.06292463538283768
10945,0.05604512696621702
10950,0.04931830613255178
10955,0.04396027287349271
10960,0.03837523289650743
10965,0.04142820347017332
10970,0.04219351338588405
10975,0.03978299127057886
10980,0.033335532760488375
10985,0.028812640754635417
10990,0.025443861574043335
10995,0.021072627700479275
11000,0.017466008414610233
11005,0.0160319438974802
11010,0.015256928675178638
11015,0.011976728145347528
11020,0.009978470056031979
11025,0.007069340763478348
11030,0.005307123200243733
11035,0.00490158288969957
11040,0.003741153153465883
11045,0.003108072966035695
11050,0.0025155833304157742
11055,0.002454773877538298
11060,0.0019898382747691305
11065,0.0019140806990115549
11070,0.001834297756070892
11075,0.0017839959452057013
11080,0.0017839959452057013
11085,0.003050256868660673
11090,0.005195360580765275
11095,0.004859822722735681
11100,0.0031892306520800275
11105,0.0027675376090168357
11110,0.0024659580901417845
11115,0.0020908521933447493
11120,0.001692524149472008
11125,0.001535830524381376
11130,0.0013837874455090288
11135,0.001228507942403439
11140,0.001091700941226829
11145,0.0012385553386396347
11150,0.0017166186030218606
11155,0.0012780221117937906
11160,0.0011578592618481354
11165,0.0010568475118348714
11170,0.0010156613503851184
11175,0.0008533985843161241
11180,0.000632903189188376
11185,0.0004839439525056159
11190,0.0004839439525056159
11195,0.00039245598019067184
11200,0.0002067248481152001
11205,0.0021850832021761716
11210,0.0028409848462748475
11215,0.0025433657986558
11220,0.0021772726952256198
11225,0.0017889095888853589
11230,0.001376916786800526
11235,0.0013066920676994022
11240,0.0012360247741741777
11245,0.0010767891053843689
11250,0.0010356029439346159
11255,0.0010356029439346159
11260,0.000919957939851478
11265,0.007154911993285584
11270,0.009914082809914095
11275,0.009610996411969231
11280,0.008321295226875467
11285,0.006880487873746001
11290,0.006081933393273788
11295,0.005375508661182855
11300,0.004972266766710672
11305,0.003918772952000353
11310,0.0034996371445809573
11315,0.0025001846632665844
11320,0.0023028837581320527
11325,0.004944553288820782
11330,0.00564092248573162
11335,0.00520368421303328
11340,0.004761211955214516
11345,0.00409221452000676
11350,0.0037608817812155547
11355,0.0034879014684938946
11360,0.0032179470221325697
11365,0.002910370326791295
11370,0.0024751666165232136
11375,0.0021475183969254896
11380,0.0017450866892539207
11385,0.0013411081312485913
11390,0.0006074583971672187
11395,0.0003542572292965413
11400,0.0003542572292965413
11405,0.0002671492153592591
11410,0.0002671492153592591
11415,0.00022596305390950623
11420,0.00022596305390950623
11425,0.00022596305390950623
11430,0.00022596305390950623
11435,0.00019648192183403454
11440,0.00019648192183403454
11445,0.0023460473571183388
11450,0.0037682970024526296
11455,0.0037425503495175107
11460,0.002649589487585335
11465,0.0022418441466004924
11470,0.00199715716569491
11475,0.0016764498678483487
11480,0.0015944116078982704
11485,0.0015369403435304544
11490,0.0011922980617053165
11495,0.0011922980617053165
11500,0.001056940461558984
11505,0.0021171707959546267
11510,0.00208926789198789
11515,0.0020086227306975674
11520,0.0015877554540715457
11525,0.0014926984198510133
11530,0.0012358415918245832
11535,0.001111303425528579
11540,0.0009653211306698796
11545,0.0009653211306698796
11550,0.0009653211306698796
11555,0.0007879068494493699
11560,0.0005546619595924067
11565,0.0176631793943222
11570,0.024971714313186993
11575,0.023967235846424982
11580,0.021300964033835804
11585,0.01729378354599183
11590,0.014896982402743572
11595,0.012629526040737674
11600,0.010546916730595143
11605,0.00918310699982182
11610,0.008338595504182193
11615,0.00740886386602118
11620,0.006522666989400762
11625,0.005952655971462679
11630,0.005952247843179797
11635,0.005187110029689235
11640,0.004368607672319317
11645,0.003501750887592075
11650,0.0031407779842142847
11655,0.003028526140967747
11660,0.002331280557886264
11665,0.002013666161692888
11670,0.0017873346359166295
11675,0.0016572498821107757
11680,0.001545641185449755
11685,0.0028004543328038548
11690,0.0037451047241573096
11695,0.0037137764033553047
11700,0.002802429536126085
11705,0.002565848166177575
11710,0.0022658354876776213
11715,0.002070184839603128
11720,0.0017780973300442523
11725,0.0015362466003532814
11730,0.0012930776904728357
11735,0.0010591889768123538
11740,0.0010088871659471627
11745,0.00216311190663465
11750,0.0024473405465811476
11755,0.002253394925806258
11760,0.0017695604994992062
11765,0.001714332714488616
11770,0.001526737456537165
11775,0.0012022785137471687
11780,0.0009634428065082984
11785,0.0008395454774222901
11790,0.0008082171566202851
11795,0.0008082171566202851
11800,0.0006195003557550045
11805,0.01046977091802005
11810,0.015526586505386204
11815,0.015209817279840488
11820,0.01425285322449362
11825,0.009781248296451035
11830,0.008202972129197007
11835,0.007336042104282704
11840,0.006399359821193949
11845,0.005450032403336759
11850,0.0047164761521083145
11855,0.003776071404132422
11860,0.003151364873212098
11865,0.036213034580340885
11870,0.04802346692256748
11875,0.04651645044037609
11880,0.04331098245744156
11885,0.03683261197004548
11890,0.03156628409785004
11895,0.02817044885004048
11900,0.025034087357506334
11905,0.022225338872842247
11910,0.019290811325659924
11915,0.0168945554405689
11920,0.014865251442770833
11925,0.09702019397909951
11930,0.1306437341540114
11935,0.12810032985974307
11940,0.10894340146979602
11945,0.09383512397028558
11950,0.08106580326259893
11955,0.07144893160665837
11960,0.06364805891112701
11965,0.0549636567770434
11970,0.04743415371130684
11975,0.041728051811656765
11980,0.036809492407689805
11985,0.16195824909381937
11990,0.20702110794257442
11995,0.2031733198649826
12000,0.17704624500463978
12005,0.1480920722014338
12010,0.1291508166372624
12015,0.1155386766230484
12020,0.10394511138270746
12025,0.09276247441620225
12030,0.08011400234230981
12035,0.07058181518538224
12040,0.061870918611869594
12045,0.22139358922490868
12050,0.27737861900697763
12055,0.27317964428670083
12060,0.24239058870386207
12065,0.20561065018513308
12070,0.17630313418783067
12075,0.15486867199358528
12080,0.1375201558234979
12085,0.1199862315550148
12090,0.10561571071246356
12095,0.09305763331110235
12100,0.08244843888113954
12105,0.08764369023006904
12110,0.08734635898674636
12115,0.0801739817258188
12120,0.07085058923997997
12125,0.06282605227950122
12130,0.05444297455445516
12135,0.04727161478759188
12140,0.04100209792290534
12145,0.03502419014479021
12150,0.03144725396851061
12155,0.026888156251942907
12160,0.02234101152626407
12165,0.038357101479351834
12170,0.04772986047774155
12175,0.04494706233148287
12180,0.038036930143874464
12185,0.030960896329958205
12190,0.027497643253698495
12195,0.025245762500492624
12200,0.023287345619167468
12205,0.02059239162057572
12210,0.01823021303329414
12215,0.015398955338392261
12220,0.01373313712377397
12225,0.01351428149425855
12230,0.01306497851601231
12235,0.01197114015147403
12240,0.007976069040358162
12245,0.006909963986997267
12250,0.006329038094981673
12255,0.00556292080662473
12260,0.004635813470505864
12265,0.003466364290432583
12270,0.0032876626342792014
12275,0.0029817574406418154
12280,0.0026023292284730187
12285,0.06867384230591025
12290,0.09418044112575467
12295,0.09060374607928642
12300,0.07932914960572247
12305,0.06811839788303854
12310,0.05732453591029145
12315,0.050294231243558765
12320,0.04405070730027929
12325,0.0387466655877838
12330,0.03445586739629329
12335,0.03087289831095954
12340,0.026464965232159354
12345,0.09830255468689761
12350,0.12484995422827479
12355,0.12200843193802398
12360,0.10580740534837238
12365,0.08693263093897893
12370,0.07599524344223077
12375,0.06873361710121292
12380,0.05957058266596501
12385,0.05244718364423155
12390,0.0464261851152282
12395,0.04089513701564592
12400,0.036311420708958854
12405,0.03924637889411867
12410,0.04004754903340367
12415,0.03720589525791901
12420,0.03219988323261344
12425,0.02831724012068132
12430,0.025729538259648937
12435,0.02121438958294075
12440,0.01843251054714188
12445,0.01673628638998964
12450,0.015417548675793957
12455,0.013253927053957898
12460,0.011602221775333897
12465,0.00946306973540997
12470,0.00830757527358781
12475,0.006934947915318715
12480,0.004615800568792472
12485,0.0036598306687494384
12490,0.0031839944928466896
12495,0.0027583972253531776
12500,0.0022430456549003236
12505,0.0020866429178524252
12510,0.0018629228820572195
12515,0.0018122129429091465
12520,0.0017619111320439553
12525,0.0030479343445018814
12530,0.004021143510482677
12535,0.003924974322336292
12540,0.0026370145178553272
12545,0.0024635569311006215
12550,0.0018031571138890912
12555,0.0017211188539390135
12560,0.001443759914456688
12565,0.0011961995816078277
12570,0.0011047116092928835
12575,0.0011047116092928835
12580,0.0011047116092928835
12585,0.0019121989836542255
12590,0.0023566555039033917
12595,0.0018242277394805002
12600,0.0015153697779911345
12605,0.0013737507479339704
12610,0.00131718966196112
12615,0.001183499822388927
12620,0.0008995584706277558
12625,0.0007106101640323903
12630,0.0007106101640323903
12635,0.0007106101640323903
12640,0.0006304190928088456
12645,0.0021696527936881996
12650,0.002506466001692656
12655,0.0024228539615588768
12660,0.0023231481103822816
12665,0.0020697366307086433
12670,0.0016947648538930458
12675,0.0015247413810345557
12680,0.0013568010383746272
12685,0.0010696715700057348
12690,0.0010696715700057348
12695,0.0010696715700057348
12700,0.0008862530927483949
12705,0.005677051354983266
12710,0.008607237543079039
12715,0.00790322617434457
12720,0.006708612360905887
12725,0.005924962809055272
12730,0.005428047326760362
12735,0.00522223339168362
12740,0.0046993632410461264
12745,0.0043179962461763945
12750,0.003212931599656371
12755,0.0030546006869485273
12760,0.0027534648022862884
12765,0.004215257056267704
12770,0.004748911307541603
12775,0.004609685930405576
12780,0.004171407324655053
12785,0.0037981142053665094
12790,0.0034841800703918797
12795,0.0032718505320077757
12800,0.0027878869873498085
12805,0.002642528142264085
12810,0.002489085505860027
12815,0.001801336582574958
12820,0.0014492066857685806
12825,0.0010107578911847657
12830,0.0008536184734819678
12835,0.0002966336422252709
12840,0.0001420333405661457
12845,0.0001420333405661457
12850,0.0001420333405661457
12855,0.0001420333405661457
12860,0.0001420333405661457
12865,0.0001420333405661457
12870,0.0001420333405661457
12875,0.000112552208490674
12880,0.000112552208490674
12885,0.0023891397465351997
12890,0.003426242892011804
12895,0.0034004962390766858
12900,0.003131047445985856
12905,0.002480299949214262
12910,0.00229523325847183
12915,0.0020577438779282027
12920,0.001946224485902653
12925,0.001946224485902653
12930,0.0015371567600380863
12935,0.0010291603761336996
12940,0.0009642253111986348
12945,0.0019438997126950564
12950,0.0030148908239938195
12955,0.0029891441710587006
12960,0.0023608144133120336
12965,0.0020409209276464734
12970,0.0020409209276464734
12975,0.0015020111316757384
12980,0.0011895729260989613
12985,0.0011895729260989613
12990,0.0010951567290884245
12995,0.000867440637002724
13000,0.0006894235321563509
13005,0.017461071484449416
13010,0.02540020381329771
13015,0.02449743203839551
13020,0.02109933949095686
13025,0.016805147845213038
13030,0.01457375322001118
13035,0.012737744038081016
13040,0.010763554588719157
13045,0.009576125330934836
13050,0.00876771541561069
13055,0.007786407716744897
13060,0.007099000054964237
13065,0.006794207683257916
13070,0.006216901324249912
13075,0.005596604468648377
13080,0.004761671116892543
13085,0.003912667780596295
13090,0.0032254392594444604
13095,0.003035383735303919
13100,0.0027717010909387788
13105,0.0022841805802070055
13110,0.001928094517716409
13115,0.0018986133856409375
13120,0.001709707438107395
13125,0.003189990557843385
13130,0.003930059905939385
13135,0.003772178480589359
13140,0.003503776805538068
13145,0.003045003252749111
13150,0.002773908444487402
13155,0.0022774030975659357
13160,0.0019347690188279126
13165,0.0018295303109948657
13170,0.0017158942512848908
13175,0.0016651843121368182
13180,0.0014415717554046529
13185,0.0026280871779254646
13190,0.0031339838680064756
13195,0.0030002940284342833
13200,0.0026571475580077
13205,0.0019304815287547509
13210,0.001800396774948897
13215,0.0015875856889760464
13220,0.0015039736488422673
13225,0.0009315460882467827
13230,0.0009002177674447777
13235,0.0008707366353693059
13240,0.0007522532230470311
13245,0.011679426518166992
13250,0.015172341811549842
13255,0.014736482261561146
13260,0.012615469562323234
13265,0.010840491212034826
13270,0.009678432013310773
13275,0.008487473188981392
13280,0.007805109184647852
13285,0.00672724723476679
