employees_per_charger\company_charger_cost_per_kWh,0.08,0.1,0.12000000000000001,0.14,0.16000000000000003,0.18000000000000002,0.2,0.22000000000000003,0.24000000000000005,0.26000000000000006,0.28,0.30000000000000004
1,8.901679741346062,24.213349261028696,14.608300844371113,11.35230696705033,22.643961332945928,7.490050318188693,31.63724049836435,2.620090302837685,6.1405096175250655,9.823034877197383,36.158726106153864,3.634389362445578
6,20.259244018825108,38.67425269186032,33.55841741907321,13.525297234992223,20.2137977812137,20.177096060656424,36.50433705404535,2.5838027491723246,1.2381207170619746e-12,1.153900260319272,4.683762689113641,7.321405872842581
11,175.70463120941372,163.48794874134788,82.32159479438896,38.86445901467809,70.73811646666982,79.13205893228937,126.49569011166153,12.220090502190791,3.450186595316808,2.008938739950798,15.233279117870184,43.15006159710961
16,859.2096492215952,770.9612729408576,508.2578105395276,395.96694734775616,269.82340625648743,284.04742224266863,269.74313872353173,9.452385343951287,21.84413028512564,32.88844823681147,0.4210806006960901,7.0186847398060515
21,1136.0382412483684,982.9404909206809,456.74249287531416,749.2162383637149,759.2438242185908,708.5037748055279,816.0909903223526,17.146699988726354,3.4796505384152425,9.286308335537012,25.349249406081,3.835626475476557
26,1581.6860442065627,1529.2282271874087,1068.7953283690576,1066.9371330624747,1348.1338135319766,1198.7501424443046,1105.450878126916,27.139451339771377,6.773007128592489,32.71919414375367,1.444448106044943,1.5933920849420247e-12
31,2280.2730201760696,1840.12405826539,1263.0212587579836,1677.9157337426132,1900.656715332025,1680.377154738737,1312.6715810009653,1.9883910332031896,12.846373889777139,4.269511698516814,7.212304569716498,4.771678668772722
36,2763.9644281863457,2338.0361081560245,2073.429028260399,2082.7258776774543,2279.9217508887214,1992.0901579433214,2024.0740186638586,34.72909381020003,29.374140826098216,11.145325093522425,15.480859661410614,23.501596407610712
41,3129.5337262023404,2924.119009681176,2354.975981194962,2581.9506056019154,1703.8434559738687,2570.5852544201684,2416.7883942428093,19.96265217536068,103.76515153142836,2.4449311174208894,11.699508004741487,2.9748114429471
46,2843.454325129034,3443.7232356197665,2257.7315924818095,2451.565887248768,2160.2955705524896,2363.371091322146,2210.606671962751,30.122549782511967,0.9711109524328592,79.42894247641817,7.441447756533407,29.90247600373734
51,3089.7669936904463,3852.2197466260563,3445.213872165475,2857.8289679791205,2987.04539140586,2472.1059880867397,3375.088270369253,24.195190733323166,5.346733504667473,24.71868988274415,25.36512825346034,19.66499542536649
