time_step,charge_received_pv,charge_received_grid,charge_received_work,charge_received_public
10075,0.0,141.1925257098858,-103.62137566101053,1.2098854113415158
10080,0.0,143.68308509474218,-87.24469202737572,5.3878663006987
10085,0.0,144.91005068989867,-73.87047794856616,3.8230602049705493
10090,0.0,147.69903337859668,-62.64104494818707,1.6637315839534557
10095,0.0,150.69500744877027,-54.35807311818876,1.44069471303105
10100,0.0,150.55096585995557,-46.38961670618897,0.39307696417930504
10105,0.0,150.39801205094022,-40.43530038164969,0.0
10110,0.0,151.8390071779213,-35.54829709604084,0.8102050318630534
10115,0.0,152.8917584403313,-30.205104595109574,-4.440892098500626e-16
10120,0.0,156.943014821756,-25.25471129901479,-0.5254712537044477
10125,0.0,153.67624748686166,-202.1321060464885,0.0
10130,0.0,150.97571013321553,-253.9749650054173,1.561666666666667
10135,0.0,156.08036333889444,-227.24578103451898,0.0
10140,0.0,161.72841693792165,-194.5561528022839,2.3100418242788283
10145,0.0,167.676019486034,-164.72347358855774,5.097837332914299
10150,0.0,173.63925448975155,-139.85119304168637,5.5980475434799235
10155,0.0,181.32844503936778,-120.5725430925181,4.189460816247431
10160,0.0,187.96919412602224,-102.21097335424366,0.3073767216730894
10165,0.0,195.15477594023196,-87.43611062679781,0.0
10170,0.0,201.48651492484285,-75.928638479488,0.0
10175,0.0,207.54231517091816,-64.52750513007072,1.0416666666666665
10180,0.0,215.95944972935172,-54.74109516544714,0.6764074633360022
10185,0.0,223.54620423964244,-56.840913228783194,0.0
10190,0.0,230.9319056436493,-54.823331896600436,0.0
10195,0.0,239.78272438029495,-46.382004780841996,0.0
10200,0.0,247.58035092474327,-38.81278953198351,4.589025863245765
10205,0.0,254.41329010294257,-32.586712719364144,0.8120675979063399
10210,0.0,263.2450408277565,-28.812725863200022,0.795031653432682
10215,0.0,272.9225906586568,-25.385498509061964,1.5193871142103421
10220,0.0,280.56782648420665,-21.588295885353734,1.635758794094813
10225,0.0,291.00783490948936,-18.548202018505876,3.094777737087725
10230,0.0,299.53783326100074,-15.381021251419632,3.464827346152515
10235,0.0,309.283048848229,-13.241553862764679,2.7493447733357748
10240,0.0,320.29477008478904,-11.29630382588403,0.0
10245,0.0,329.2588864453554,-21.576825913536492,0.0
10250,0.0,340.97714846671505,-25.591733126812244,0.0
10255,0.0,351.2894512841689,-22.684881816132393,0.0
10260,0.0,360.1688846134763,-19.878368030315613,4.111448073975224
10265,0.0,369.72798792566437,-17.90574700597638,2.287134429740399
10270,0.0,380.3834110380779,-14.434489044801332,2.0214259405712363
10275,0.0,391.243646678278,-11.379415669802441,2.6054073624747494
10280,0.0,402.08350466474104,-9.775093168288455,2.031503273942155
10285,0.0,415.66049983141824,-8.336304757383399,2.0833333333333317
10290,0.0,424.9437511439094,-7.363269226891186,0.4167197512516183
10295,0.0,436.48690724872466,-6.1372134756846,1.0416666666666665
10300,0.0,450.8534999620663,-5.457969574887416,0.9915539883948274
10305,0.0,462.98100087750305,-44.66589800761314,1.0416666666666665
10310,0.0,476.0591775385345,-55.8101789837055,1.0416666666666665
10315,0.0,491.45367600422355,-50.22927147647231,2.0243005867946415
