employees_per_charger\company_charger_cost_per_kWh,0.08,0.1,0.12000000000000001,0.14,0.16000000000000003,0.18000000000000002,0.2,0.22000000000000003,0.24000000000000005,0.26000000000000006,0.28,0.30000000000000004
1,43308.146637741265,42892.45665082557,36526.84383713863,36916.69992762615,37693.112036940765,35852.448602082775,37663.06344961718,3008.891372133231,3740.620619512762,2866.3575633700134,3477.8539611882857,3820.872391904195
6,45401.458845516616,43941.481238618304,37089.79455934294,37061.147077016634,37875.37175698676,36024.88442269238,37456.238568813686,3722.6522730888773,3342.8197479046407,3140.0857561158737,3731.7596595052664,3915.6344558483256
11,43445.7727297249,43030.066945366285,36514.71940716906,37059.891325918565,36964.9557599824,37621.029637114654,37489.27118702814,3536.1869161067616,3713.9755837810626,4053.2253492900454,4787.71417709899,3304.4569032970194
16,42221.50748863214,41824.727276657155,36894.295257265054,34567.46940995297,36214.6191939242,36440.482507120796,35192.139095981656,3225.9667942986393,3596.268419578168,3869.922523690003,2905.58411222241,3251.613215847915
21,38755.40421919582,39456.506695241274,33498.35496119218,35021.65131809522,34509.262952447214,34566.67307877499,34766.512973641846,3562.775910237734,3311.096689814114,3325.947181967853,3300.3927530022693,3914.25059380982
26,37162.39396287177,35815.236675320644,33713.03161587089,31961.993905372685,32061.366808906372,31886.97575864386,32057.08961348561,4085.2006372297724,3609.965212203356,3645.5786875428475,3194.9510104196024,3647.9934407433357
31,33626.803672546426,33875.60853253624,31150.67430535204,30664.046858662834,30996.31125605739,30090.724368387542,30536.028064133043,3440.646794730438,3920.790308300935,3333.5685891496973,3023.460869202244,3497.3830355510936
36,32271.334828752406,32593.249951846916,30403.677110237113,28599.354065548905,30170.79572188657,30159.308085228757,29558.712204784893,3487.3868214525355,4427.0672291798355,3440.420846400202,3381.0853586410317,3852.3443948808094
41,30762.448226427805,31648.055838700908,27992.456730235346,29591.28547869044,28177.834968333416,27814.67738757857,28071.177093826027,3083.108024366041,4020.976438729697,3450.147104187933,3768.010043030685,3656.120066062041
46,29428.09943519019,30187.95874729651,27572.705544610228,28316.27890810879,27437.470470635424,28579.829503001543,27843.993377660503,3908.3669446215185,3642.2621863459867,3374.0537462979128,3543.6102666143347,4226.1837415697355
51,29315.84567153716,29580.16273285221,26060.536584175778,27572.576539257974,27423.067618035308,26045.372596445428,26092.603385593742,3447.6349715737033,3319.5193400175563,3460.5108134155957,3481.1188231005026,3689.5121698236094
