employees_per_charger\company_charger_cost_per_kWh,0.08,0.1,0.12000000000000001,0.14,0.16000000000000003,0.18000000000000002,0.2,0.22000000000000003,0.24000000000000005,0.26000000000000006,0.28,0.30000000000000004
1,0.0,0.0,657.8490856870113,655.5061740261641,769.3354258747363,596.0545448964278,727.2650517765986,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,573.0881017813475,811.0018297577627,646.5804559590289,607.19587030802,688.7360799741584,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,741.7713537064701,743.6326496146698,488.6070552646711,529.5590103211669,723.5288914628155,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,693.568901448767,486.5018087553559,718.2444451700266,826.5002372452537,691.131087644648,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,713.3483529608611,476.233264795716,641.2653908314938,630.5219929708564,637.9732159056148,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,627.5034634261369,775.7141184227762,692.7182812411321,643.786267144964,650.7810660526532,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,753.965603598119,649.4941755511315,504.70011519941335,589.2144259787048,610.5396629322528,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,668.4477799878525,715.2177624542471,685.6141667467152,674.07556958969,667.9060462868821,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,719.6637986796999,635.9580279479958,657.9435368101967,537.4138617094204,627.4603257403122,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,736.9893342808929,588.8362612046402,747.5758595762339,646.0811905801578,603.4862665296827,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,682.6307021242139,772.077169180919,604.1560999905377,840.9371270145168,733.3291651726738,0.0,0.0,0.0,0.0,0.0
