company_charger_cost_per_kWh,charge_pv,charge_work,charge_grid,charge_emergency,charge_held_back,utilisation,total_revenue,revenue_per_charger,avg_cost_apartment,avg_cost_house_pv,avg_cost_house_no_pv,avg_cost
0.04,34.618787063600095,216013.47100013803,250.80289959846587,20.70078378777555,0.0,2.3349618440428417,8640.538840005476,55.55377627039025,0.007724631418794505,0.007693211520843524,0.007645229455423756,0.007649474614695015
0.05,48.737338104510684,223626.0315037737,301.23549409103714,7.7982065249671e-13,0.0,2.443102793159735,11181.301575188643,72.4373634128117,0.009503186132265765,0.009496615279632562,0.00962915839150451,0.009619286970349476
0.060000000000000005,48.0890894366871,221561.72982505735,404.8932970975135,22.124827131062297,0.0,2.39214091761514,13293.703789503452,85.36250715639113,0.01150430716959467,0.011482633511163342,0.01149272486441984,0.01149232218306389
0.07,12.282374850148486,219910.02000027793,284.4357785012282,17.228787015210624,0.0,2.332529237629911,15393.7014000194,97.14225579494753,0.013471017749111074,0.013197395491712564,0.013427124347195911,0.013414050971422006
0.08000000000000002,7.898378541325652,218099.49693136397,390.8182224699671,3.656607793487936,0.0,2.3435035630803545,17447.959754509102,110.48179069617278,0.0152375416534791,0.015365832140989067,0.015399410239439387,0.01539437729887516
0.09000000000000001,35.8413653690862,217130.82102130438,349.58967315095134,9.32700448765964,0.0,2.3550451048005687,19541.773891917386,125.59372589666239,0.01708274834394323,0.01731001074144373,0.017152717818815104,0.01716085875163865
0.1,49.0709918220373,221446.87182775617,563.5507922371921,0.20083322592600084,0.0,2.4076899080046914,22144.68718277562,141.8902229773842,0.019416431363864867,0.018994567401159155,0.019146463863778752,0.019141075430593506
0.11000000000000001,8.175854200125492,219820.68150168183,362.35059549527455,17.392863768505528,0.0,2.3536015787601845,24180.274965185035,155.72018214874868,0.021309166148143505,0.021024928760838297,0.020968810805308675,0.020978586586008537
0.12000000000000002,16.865309106433692,222128.0077482038,429.798472957998,7.565486988505002,0.0,2.378828682505031,26655.360929784423,169.21263852518086,0.022917585124211656,0.02284485775603299,0.022897515298058932,0.02289450138423196
0.13000000000000003,13.368785482518016,221562.9694839917,392.4531366288543,22.245388724219477,0.0,2.39462542538758,28803.186032918882,185.51654406070955,0.02444494912438983,0.024676595267243393,0.024703164256201247,0.024697447892762354
0.14,42.084060206692634,218435.88679076103,201.23800081810143,27.960474975271467,0.0,2.344848632027556,30581.024150706588,195.02709250649968,0.026662655305375087,0.02638574404567003,0.02662822697372379,0.026613711752659856
0.15000000000000002,0.12527786551034986,217976.52239494323,278.4321868429012,43.02274686026493,0.0,2.3539939886069448,32696.478359241402,209.52387152126818,0.02886916898391045,0.02820023376112972,0.02866430615294008,0.02863909043887909
0.16000000000000003,22.02789109811308,228153.58719179893,356.27899084004997,26.982265833532857,0.0,2.4655417359075393,36504.57395068777,233.2995064098796,0.030402511205631245,0.03065510378907554,0.030510823512330604,0.03051825679212715
0.17000000000000004,15.730916558917327,221753.26192858693,422.1704751336872,16.709547316700608,0.0,2.378786225942045,37698.05452785988,240.49911619704545,0.03232321470203147,0.03273031764926474,0.0324133779038781,0.03243228146276125
0.18000000000000002,5.150666163978602,219030.27208792593,274.8556288491649,26.06881274252844,0.0,2.3824744458576155,39425.44897582657,253.84725293714092,0.034271332298647476,0.03441867802244188,0.034156433697460374,0.034174512417744836
0.19000000000000003,9.345189291348301,216093.20400431607,178.13768766758295,3.2684333455547723,0.0,2.37256577889607,41057.70876082017,268.03514660980926,0.03672869451475912,0.036244843611130916,0.03619325559405138,0.03620613445797449
0.20000000000000004,35.400957264330096,224265.4699278336,318.2559560208634,18.518889714376066,0.0,2.4398227137053063,44853.093985566935,291.15323464014745,0.038698854802783934,0.037842682106058775,0.038165631221016974,0.03815501964020309
0.21000000000000005,57.42542169220617,222321.6763624257,477.8779782204149,6.04260521150513,0.0,2.412413762845366,46687.55203610929,299.5829260660844,0.04045194732593673,0.03998010062863174,0.040169791278343074,0.04016089162803941
0.22000000000000006,14.858253772952537,223310.1593003526,331.5834000164805,7.8125179732070915,0.0,2.4254181365039007,49128.23504607766,315.85406850398067,0.04223419073971522,0.042314846372590954,0.04215052687825375,0.04216232497635322
0.23000000000000004,33.754532382885486,216071.5805574899,357.699096450826,8.603409309004974,0.0,2.360197518678573,49696.46352822256,322.7904724051534,0.04370468138048356,0.04273474204482976,0.044134327325659785,0.04404245087462619
0.24000000000000005,45.67283741849896,219110.68894301684,320.8230797138125,31.259225853070422,0.0,2.3581658623903032,52586.56534632406,335.29161787185615,0.04617314103358085,0.04557815212454791,0.045378352808659594,0.04540464012927897
0.25000000000000006,50.79754743276874,223948.83882343018,367.40780976692224,1.681440953332709,0.0,2.415569004796568,55987.209705857524,360.9189984647095,0.04795982734247795,0.04781359842751569,0.04755420780252577,0.04757734562989534
0.26,93.81852351492824,217082.05583642732,403.0949595684996,46.13615352506834,0.0,2.369288991848098,56441.33451747102,363.039272289094,0.04983411547446961,0.049186586294521946,0.049701283225557696,0.049673155023911716
0.27,5589.278340685789,119543.89994802081,95610.79698485081,2.045196594023478,0.0,1.3365839359630503,32276.852985965503,209.0698242018723,0.05088450282224532,0.0461570914977483,0.051778366785699484,0.05144378486285605
0.28,10480.834721805397,17735.025955075453,197608.54948666753,9.875876963775518,0.0,0.23745348669681576,4965.807267421158,28.61352264174357,0.053428026800859126,0.04285170804098995,0.05169693738031243,0.05114957399712136
