Uid,Name,Longitude,Latitude,Occupants_distribution,Occupants_values,pv_density,pv_capacity_in_kW
206,Melbourne - Inner,144.96452,-37.80017,84197;92587;35265;24673;7529;2658,1;2;3;4;5;6,0.117598876,3.509126936
207,Melbourne - Inner East,145.10486,-37.80478,29641;39816;22046;24125;9486;3229,1;2;3;4;5;6,0.135103387,3.908482889
208,Melbourne - Inner South,145.06382,-37.95033,39145;47030;24027;26953;9796;2781,1;2;3;4;5;6,0.135028261,3.894689373
209,Melbourne - North East,145.16921,-37.52069,34268;51272;30833;33039;13268;5980,1;2;3;4;5;6,0.18471699,4.077678902
210,Melbourne - North West,144.74582,-37.47597,23318;34310;21198;22638;10614;6542,1;2;3;4;5;6,0.206356883,4.324327843
211,Melbourne - Outer East,145.50589,-37.75962,37471;55678;30398;33195;13284;5255,1;2;3;4;5;6,0.1962781,3.84802174
212,Melbourne - South East,145.46815,-38.07319,43902;69246;46029;49311;21209;13310,1;2;3;4;5;6,0.243814122,4.253049614
213,Melbourne - West,144.62495,-37.77646,45193;66656;45562;46827;19870;12324,1;2;3;4;5;6,0.233063858,4.119776057
214,Mornington Peninsula,145.0563,-38.31033,28868;37066;16264;16257;6542;2481,1;2;3;4;5;6,0.183991677,3.846263999
