"postcode","instals","estimated_dwellings","density","capacity","capunder10","cap10_100","capover100","countunder10","count10_100","countover100","pot_kw","pot_sqm","pot_gwh"
"2311","154","453","29.6","862.0","571.0","291.0","0.0","134","20","0","17682.0","113,167","22.9"
"2312","245","619","36.2","1203.0","888.0","315.0","0.0","224","21","0","17635.0","112,862","23.8"
"2315","1824","8108","21.6","7865.0","6543.0","1322.0","0.0","1751","73","0","105188.0","673,201","141.3"
"2316","943","2945","30.1","4733.0","3432.0","1132.0","169.0","886","56","1","53384.0","341,658","71.6"
"2317","850","3110","25.6","5328.0","3132.0","979.0","1217.0","795","52","3","51203.0","327,701","68.9"
"2318","1945","4788","35.9","11016.0","7675.0","3341.0","0.0","1718","227","0","130634.0","836,056","176.5"
"2319","947","3179","29.0","3969.0","3557.0","312.0","100.0","922","24","1","42032.0","269,003","56.5"
"2320","4439","15334","25.2","31462.0","18415.0","11005.0","2042.0","3867","566","6","346089.0","2,214,972","450.2"
"2321","2345","6477","32.1","13583.0","9920.0","3663.0","0.0","2078","267","0","131331.0","840,519","176.3"
"2322","3017","7875","34.6","18000.0","11644.0","6156.0","200.0","2726","289","2","250328.0","1,602,100","341.0"
"2323","2779","10749","24.1","15845.0","10750.0","3178.0","1917.0","2594","184","1","178665.0","1,143,457","232.2"
"2324","3833","11876","30.4","18181.0","13932.0","4115.0","134.0","3609","223","1","223535.0","1,430,626","300.9"
"2325","3452","12485","25.2","23838.0","13764.0","4934.0","5140.0","3143","306","3","226411.0","1,449,028","294.3"
"2326","1010","3039","30.8","5212.0","4167.0","1045.0","0.0","936","74","0","68391.0","437,703","88.9"
"2327","825","3188","24.3","4477.0","3195.0","1282.0","0.0","774","51","0","56938.0","364,401","74.4"
"2328","298","1130","22.4","2005.0","1125.0","780.0","100.0","253","44","1","41877.0","268,014","56.5"
"2329","283","1014","23.6","1767.0","1031.0","736.0","0.0","239","44","0","44405.0","284,192","59.8"
"2330","2607","8205","27.2","19105.0","10373.0","6054.0","2678.0","2231","371","5","235016.0","1,504,103","305.0"
"2333","1331","6914","17.1","8383.0","5606.0","2577.0","200.0","1185","145","1","174109.0","1,114,300","236.3"
"2334","396","1156","31.3","2227.0","1773.0","454.0","0.0","362","34","0","20007.0","128,043","26.0"
"2335","1005","2502","34.9","6383.0","4379.0","2004.0","0.0","873","132","0","62252.0","398,411","80.8"
"2336","342","1129","27.2","2146.0","1438.0","708.0","0.0","307","35","0","34610.0","221,501","46.7"
"2337","865","3272","22.3","5900.0","3485.0","2415.0","0.0","729","136","0","118285.0","757,021","159.6"
"2338","226","754","27.6","1253.0","895.0","358.0","0.0","208","18","0","25223.0","161,427","34.0"
"2339","106","343","29.2","515.0","422.0","93.0","0.0","100","6","0","19601.0","125,445","26.4"
"2340","5863","23106","23.1","35482.0","23275.0","10410.0","1797.0","5326","529","8","538373.0","3,445,586","798.6"
"2341","210","763","25.3","1211.0","773.0","438.0","0.0","193","17","0","5059.0","32,379","7.5"
"2342","56","256","18.0","329.0","197.0","132.0","0.0","46","10","0","11529.0","73,787","17.0"
"2343","570","2290","23.1","2971.0","2192.0","679.0","100.0","528","41","1","67878.0","434,416","91.4"
"2344","119","304","36.2","603.0","447.0","156.0","0.0","110","9","0","19812.0","126,796","29.2"
"2345","126","299","37.8","773.0","516.0","257.0","0.0","113","13","0","12345.0","79,005","18.2"
"2346","452","1530","26.9","2228.0","1598.0","630.0","0.0","411","41","0","58166.0","372,262","86.0"
"2347","278","1008","25.2","1406.0","1053.0","353.0","0.0","254","24","0","29244.0","187,161","43.2"
"2350","3150","11237","26.1","20095.0","12284.0","4255.0","3556.0","2931","215","4","45130.0","288,833","66.1"
"2352","373","1201","30.1","1621.0","1456.0","165.0","0.0","361","12","0","32284.0","206,614","47.7"
"2353","211","475","42.5","900.0","800.0","100.0","0.0","202","9","0","18484.0","118,295","27.3"
"2354","398","1779","20.5","2122.0","1476.0","646.0","0.0","364","34","0","79289.0","507,448","116.3"
"2355","82","326","23.3","354.0","271.0","83.0","0.0","76","6","0","12484.0","79,897","18.4"
"2356","28","93","26.9","154.0","112.0","42.0","0.0","25","3","0","3301.0","21,124","4.9"
"2357","1113","1972","53.1","4569.0","3293.0","1276.0","0.0","1047","66","0","66469.0","425,403","98.0"
"2358","542","1798","27.3","2920.0","1968.0","952.0","0.0","491","51","0","56124.0","359,197","82.3"
"2359","140","375","34.9","682.0","538.0","144.0","0.0","131","9","0","15376.0","98,409","22.5"
"2360","2129","5851","33.6","11813.0","8515.0","2976.0","322.0","1965","162","2","175224.0","1,121,434","255.3"
"2361","189","443","39.1","1014.0","702.0","312.0","0.0","173","16","0","19317.0","123,628","28.1"
"2365","545","1756","27.7","3261.0","2245.0","1016.0","0.0","486","59","0","46570.0","298,048","67.6"
"2369","142","381","34.4","793.0","512.0","281.0","0.0","131","11","0","10107.0","64,684","14.7"
"2370","1038","3485","27.6","30972.0","4073.0","1518.0","25381.0","962","74","2","112085.0","717,344","163.1"
"2371","250","684","34.2","1277.0","1013.0","264.0","0.0","234","16","0","20782.0","133,002","30.2"
"2372","862","2639","31.2","3722.0","3192.0","530.0","0.0","824","38","0","73168.0","468,277","105.9"
"2379","45","161","21.1","304.0","178.0","126.0","0.0","34","11","0","17195.0","110,046","25.4"
"2380","1348","4486","26.4","8276.0","5190.0","2582.0","504.0","1186","161","1","144342.0","923,792","213.9"
"2381","189","549","32.6","1421.0","806.0","615.0","0.0","179","10","0","32168.0","205,872","47.5"
"2382","175","695","22.9","1020.0","709.0","311.0","0.0","159","16","0","20254.0","129,626","29.9"
"2386","50","198","21.7","262.0","175.0","87.0","0.0","43","7","0","12657.0","81,007","18.9"
"2387","16","94","13.8","70.0","40.0","30.0","0.0","13","3","0","10989.0","70,331","16.4"
"2388","663","1196","51.1","3067.0","2036.0","1031.0","0.0","611","52","0","65507.0","419,248","99.3"
"2390","2367","3741","59.0","9477.0","7093.0","2384.0","0.0","2208","159","0","147910.0","946,624","223.9"
"2395","119","410","27.6","520.0","441.0","79.0","0.0","113","6","0","8594.0","55,004","12.2"
"2396","266","441","57.8","852.0","704.0","148.0","0.0","255","11","0","11615.0","74,338","17.3"
"2397","81","168","35.1","499.0","220.0","279.0","0.0","59","22","0","14363.0","91,926","21.7"
"2398","39","99","31.3","229.0","136.0","93.0","0.0","31","8","0","10198.0","65,268","15.4"
"2399","123","254","37.8","921.0","479.0","442.0","0.0","96","27","0","11358.0","72,691","17.1"
"2400","2418","4007","53.1","77938.0","7361.0","5591.0","64986.0","2129","287","2","162302.0","1,038,732","245.6"
"2401","51","149","30.2","303.0","227.0","76.0","0.0","45","6","0","8335.0","53,345","12.6"
"2402","354","826","38.7","2037.0","1387.0","650.0","0.0","320","34","0","33331.0","213,318","50.3"
"2403","136","302","41.4","708.0","544.0","164.0","0.0","125","11","0","18015.0","115,296","27.2"
"2404","314","996","29.7","1623.0","1213.0","410.0","0.0","296","18","0","32412.0","207,438","48.9"
"2405","85","277","26.7","442.0","298.0","144.0","0.0","74","11","0","21284.0","136,216","32.1"
"2406","178","474","33.3","955.0","557.0","398.0","0.0","158","20","0","4972.0","31,819","7.5"
"2408","50","202","14.4","473.0","186.0","287.0","0.0","29","21","0","18776.0","120,168","28.3"
"2409","79","389","16.2","5248.0","263.0","215.0","4770.0","63","15","1","14754.0","94,427","22.3"
"2410","40","155","21.3","258.0","140.0","118.0","0.0","33","7","0","7319.0","46,839","11.0"
"2411","28","44","","190.0","87.0","103.0","0.0","20","8","0","3773.0","24,150","5.7"
"2415","78","209","33.0","487.0","263.0","224.0","0.0","69","9","0","9761.0","62,471","13.1"
"2420","584","1924","27.7","3121.0","2274.0","847.0","0.0","532","52","0","56497.0","361,583","75.9"
"2421","342","819","34.2","2341.0","1268.0","1073.0","0.0","280","62","0","29419.0","188,280","38.2"
"2422","989","2684","34.0","5065.0","3583.0","1482.0","0.0","913","76","0","84691.0","542,020","114.0"
"2423","607","1840","30.7","3225.0","2189.0","1036.0","0.0","564","43","0","50146.0","320,936","67.3"
"2424","74","220","31.4","310.0","246.0","64.0","0.0","69","5","0","8225.0","52,643","11.1"
"2425","387","814","41.3","2471.0","1385.0","1086.0","0.0","336","51","0","35542.0","227,471","47.7"
"2426","127","336","35.4","621.0","519.0","102.0","0.0","119","8","0","4652.0","29,772","6.3"
"2427","865","2169","39.2","3509.0","3327.0","182.0","0.0","850","15","0","27808.0","177,974","37.7"
"2428","3434","12147","27.5","14040.0","12048.0","1892.0","100.0","3345","88","1","192611.0","1,232,711","259.3"
"2429","1661","4491","34.7","7907.0","6238.0","1669.0","0.0","1558","103","0","113806.0","728,357","153.9"
"2430","5503","15211","34.2","27384.0","20601.0","6321.0","462.0","5204","297","2","320766.0","2,052,905","435.1"
"2431","1010","2703","36.3","4058.0","3481.0","577.0","0.0","981","29","0","44714.0","286,167","60.7"
"2439","842","1366","59.7","3882.0","3404.0","478.0","0.0","815","27","0","15148.0","96,949","20.5"
"2440","3211","9072","33.3","17053.0","11971.0","4328.0","754.0","3025","183","3","223282.0","1,429,005","302.6"
"2441","877","2114","39.4","3658.0","3073.0","585.0","0.0","833","44","0","51410.0","329,024","69.5"
"2443","2060","4481","44.6","7504.0","6330.0","974.0","200.0","2000","58","2","18718.0","119,798","25.3"
"2444","7152","19192","35.4","35633.0","26807.0","7594.0","1232.0","6802","345","5","320080.0","2,048,512","434.3"
"2445","1371","3144","42.7","5854.0","5304.0","550.0","0.0","1341","30","0","93.0","594","0.1"
"2446","2496","5409","43.3","12374.0","9556.0","2818.0","0.0","2343","153","0","49402.0","316,172","66.9"
"2447","1278","3313","36.9","5839.0","4896.0","943.0","0.0","1223","55","0","80386.0","514,468","112.6"
"2448","1637","4441","35.8","6325.0","5364.0","961.0","0.0","1590","47","0","66289.0","424,247","92.8"
"2449","395","995","38.2","1676.0","1441.0","235.0","0.0","380","15","0","25137.0","160,880","35.1"
"2450","6240","16518","35.4","33015.0","23606.0","8269.0","1140.0","5853","384","3","384667.0","2,461,872","539.2"
"2452","2067","6021","33.2","9378.0","7592.0","1686.0","100.0","2001","65","1","96307.0","616,365","135.2"
"2453","522","1515","32.8","2271.0","1871.0","400.0","0.0","497","25","0","48344.0","309,401","67.5"
"2454","1538","3406","43.3","6696.0","5276.0","1320.0","100.0","1474","63","1","70928.0","453,939","99.2"
"2455","524","1517","33.4","2259.0","1902.0","357.0","0.0","506","18","0","22907.0","146,607","32.1"
"2456","2649","7073","36.1","11815.0","10129.0","1686.0","0.0","2552","97","0","125158.0","801,009","175.2"
"2460","5088","12469","38.2","26637.0","19970.0","6109.0","558.0","4757","328","3","306781.0","1,963,398","429.7"
"2462","505","1573","30.1","2224.0","1746.0","478.0","0.0","473","32","0","25678.0","164,341","35.9"
"2463","1550","3649","39.8","7948.0","6286.0","1662.0","0.0","1454","96","0","67199.0","430,071","92.0"
"2464","1428","3738","37.0","6129.0","4779.0","1250.0","100.0","1383","44","1","56018.0","358,516","76.8"
"2465","43","145","27.6","312.0","178.0","134.0","0.0","40","3","0","6722.0","43,018","9.2"
"2466","416","1154","34.5","2030.0","1622.0","408.0","0.0","398","18","0","234.0","1,497","0.3"
"2469","772","2268","32.4","3557.0","2953.0","604.0","0.0","735","37","0","62915.0","402,658","86.0"
"2470","2913","5900","46.6","15237.0","11763.0","3262.0","212.0","2751","161","1","164386.0","1,052,072","225.3"
"2471","502","1036","45.8","2482.0","1947.0","435.0","100.0","474","27","1","32051.0","205,127","43.8"
"2472","440","800","52.4","1814.0","1556.0","258.0","0.0","419","21","0","19933.0","127,571","27.3"
"2473","653","1911","33.2","2440.0","2133.0","307.0","0.0","634","19","0","21589.0","138,169","29.9"
"2474","1446","3052","44.8","6461.0","5115.0","1346.0","0.0","1367","79","0","82137.0","525,679","112.3"
"2475","44","220","18.2","246.0","178.0","68.0","0.0","40","4","0","3851.0","24,648","5.6"
"2476","91","470","17.7","487.0","339.0","148.0","0.0","83","8","0","10456.0","66,919","15.1"
"2477","2795","5419","48.6","12645.0","9987.0","2658.0","0.0","2633","162","0","122481.0","783,877","169.2"
"2478","6122","14194","41.3","28843.0","22924.0","5017.0","902.0","5869","249","4","215784.0","1,381,016","298.5"
"2479","1146","2112","48.2","6286.0","4344.0","1942.0","0.0","1019","127","0","52976.0","339,045","73.1"
"2480","9013","19408","43.8","43638.0","33326.0","9427.0","885.0","8491","519","3","399343.0","2,555,794","547.3"
"2481","2449","5413","39.9","14531.0","9100.0","5276.0","155.0","2160","288","1","107775.0","689,760","149.1"
"2482","1610","3153","47.2","7525.0","5378.0","2147.0","0.0","1489","121","0","56357.0","360,683","77.8"
"2483","2344","5050","43.8","10517.0","8657.0","1860.0","0.0","2210","134","0","78785.0","504,222","112.0"
"2484","4118","7621","50.4","20139.0","15162.0","4977.0","0.0","3838","280","0","175881.0","1,125,641","250.4"
"2485","2141","5402","37.9","9788.0","7717.0","1646.0","425.0","2049","91","1","75875.0","485,602","108.0"
"2486","6986","13869","48.1","30507.0","25647.0","4860.0","0.0","6674","312","0","208672.0","1,335,498","296.7"
"2487","2818","6032","42.3","15414.0","10911.0","4503.0","0.0","2553","265","0","88153.0","564,182","125.4"
"2488","621","1270","47.2","2829.0","2477.0","352.0","0.0","599","22","0","19021.0","121,732","27.0"
"2489","1706","3042","53.1","8234.0","6652.0","1407.0","175.0","1616","89","1","43803.0","280,341","62.3"
"2490","152","281","51.6","709.0","632.0","77.0","0.0","145","7","0","5447.0","34,860","7.7"
"2500","1608","9134","16.2","9775.0","6084.0","3536.0","155.0","1478","129","1","209106.0","1,338,281","275.7"
"2502","862","4437","18.5","4205.0","3403.0","802.0","0.0","822","40","0","68071.0","435,657","89.6"
"2505","368","1786","19.1","2173.0","1358.0","683.0","132.0","341","26","1","135169.0","865,079","181.8"
"2506","511","2831","17.0","2604.0","1997.0","467.0","140.0","482","28","1","35025.0","224,163","46.1"
"2508","735","2838","24.2","3658.0","2745.0","913.0","0.0","686","49","0","59801.0","382,727","78.8"
"2515","1148","4096","27.0","4951.0","4266.0","685.0","0.0","1107","41","0","56525.0","361,758","74.3"
"2516","588","2065","26.5","3307.0","2363.0","744.0","200.0","548","39","1","31517.0","201,708","41.5"
"2517","1113","4529","23.5","5454.0","4412.0","792.0","250.0","1066","46","1","65927.0","421,934","86.8"
"2518","1401","8197","16.2","6606.0","5348.0","1258.0","0.0","1329","72","0","98060.0","627,587","129.1"
"2519","1162","6576","16.6","6154.0","4554.0","1600.0","0.0","1092","70","0","89987.0","575,920","118.6"
"2525","1086","4258","24.3","5484.0","4673.0","811.0","0.0","1035","51","0","55311.0","353,990","72.7"
"2526","1546","5497","25.8","10258.0","6124.0","4034.0","100.0","1416","129","1","140641.0","900,100","187.3"
"2527","2865","8047","33.5","15568.0","12300.0","3168.0","100.0","2695","169","1","134199.0","858,876","177.0"
"2528","1887","9505","19.3","8635.0","7056.0","1265.0","314.0","1836","50","1","117777.0","753,770","154.9"
"2529","2740","10890","23.9","15085.0","11352.0","2200.0","1533.0","2606","132","2","152758.0","977,654","201.0"
"2530","4191","12882","31.1","20907.0","17838.0","3069.0","0.0","4010","181","0","180533.0","1,155,410","237.5"
"2533","2020","6502","29.3","10125.0","8147.0","1978.0","0.0","1907","113","0","99796.0","638,696","131.2"
"2534","724","2638","25.4","3750.0","2591.0","990.0","169.0","671","52","1","46957.0","300,523","61.7"
"2535","1252","3643","31.6","6633.0","4860.0","1554.0","219.0","1150","101","1","83163.0","532,240","109.2"
"2536","2591","10734","23.1","12992.0","10102.0","2650.0","240.0","2481","109","1","167034.0","1,069,018","215.5"
"2537","2034","7186","27.2","9187.0","7405.0","1782.0","0.0","1952","82","0","129543.0","829,072","167.1"
"2538","397","1136","32.9","1930.0","1538.0","392.0","0.0","374","23","0","28340.0","181,375","36.5"
"2539","2898","12074","23.2","13901.0","11664.0","1733.0","504.0","2796","101","1","173098.0","1,107,826","223.3"
"2540","6636","26097","24.1","31459.0","25507.0","5852.0","100.0","6297","338","1","422372.0","2,703,180","545.2"
"2541","2927","12062","22.6","16493.0","11400.0","4591.0","502.0","2723","202","2","220687.0","1,412,395","285.6"
"2545","202","595","32.3","836.0","690.0","146.0","0.0","192","10","0","15327.0","98,090","19.8"
"2546","1481","5683","25.0","6563.0","5002.0","1376.0","185.0","1419","61","1","95148.0","608,949","122.8"
"2548","1137","4333","25.4","4810.0","4017.0","793.0","0.0","1101","36","0","61393.0","392,913","79.2"
"2549","617","2088","27.6","2847.0","2084.0","763.0","0.0","576","41","0","44359.0","283,900","57.4"
"2550","2976","7960","36.0","12205.0","9770.0","2176.0","259.0","2868","107","1","189669.0","1,213,881","244.8"
"2551","483","1668","27.3","2202.0","1624.0","578.0","0.0","456","27","0","38944.0","249,242","49.5"
"2555","4","71","4.2","50.0","9.0","41.0","0.0","3","1","0","14554.0","93,148","18.8"
"2556","155","766","15.5","1093.0","471.0","622.0","0.0","119","36","0","40588.0","259,766","52.4"
"2557","1478","4254","30.3","10832.0","7329.0","2649.0","854.0","1287","188","3","129487.0","828,715","167.4"
"2558","1210","3753","31.2","5053.0","4506.0","547.0","0.0","1172","38","0","45898.0","293,745","59.4"
"2559","143","972","13.6","910.0","770.0","140.0","0.0","132","11","0","8041.0","51,459","10.4"
"2560","7340","26534","26.0","34480.0","27320.0","7060.0","100.0","6909","430","1","426621.0","2,730,376","561.5"
